`name`,`ispublic`,`description`,`officialreleaseddate`,`durationsecond`,`isplayable`,`thumbnailurl`,`refcode`,`tagsjson`,`artistrefcodes`
`Đất Và Lửa (feat. Long Nón Lá, Anh Tú & EVY)`,`true`,,`2023-06-18`,`204`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/0b32d199568b99f9f42440a885dedc3d/0b32d199568b99f9f42440a885dedc3d.jpg`,`spt_0beLgs8H20x4rV89fuyZxD`,`["Đất Và Lửa (feat. Long Nón Lá, Anh Tú & EVY)"]`,`["spt_0UoTQAalwmabcQ7HXGIpug", "spt_1cPpd989kghzlZqfpP4KwL", "spt_4XPmkusoYLS1cvgpHgQjiB", "spt_7LLfmKhGZI11XO0dO4xDI7", "spt_1br1qwFrzbNkxvisBvJBbe"]`
`Dưới Ánh Đèn Sân Khấu`,`true`,,`2022-12-14`,`284`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/572080ee7ae98ce5cfd496e1632d3725/572080ee7ae98ce5cfd496e1632d3725.jpg`,`spt_0ceDT3EfS3thkwnDPUeLcQ`,`["Dưới Ánh Đèn Sân Khấu"]`,`["spt_1fTWz0OemWveF9AMkRPJKi", "spt_4mzMFxVZNS2uCVNdsVFoj5", "spt_5lAfakPZgxFKgiJD6xAF1G"]`
`La Cà Hát Ca`,`true`,,`2023-07-14`,`187`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/90c86cc2e944cc4a3d7f9fdb5280111b/90c86cc2e944cc4a3d7f9fdb5280111b.jpg`,`spt_0nEUlunopJ9YxfDyB7l0Ci`,`["La Cà Hát Ca"]`,`["spt_4W5334LlJfvKlTeo5vOksV", "spt_6oqtpFuvCTISMPeGv6P2sj"]`
`Niềm tin nhầm chỗ`,`true`,,`2023-09-26`,`209`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/011c2e7b4df4774c103bd5316ebb29ac/011c2e7b4df4774c103bd5316ebb29ac.jpg`,`spt_0SDCtGYGtWtzvHR1G09YQS`,`["Niềm tin nhầm chỗ"]`,`["spt_3y0Tmt0epaxAHy6L89dGGC", "spt_4Xz2dDcMF1DDfwFcr8Xa5P"]`
`Thời Thanh Xuân Sẽ Qua`,`true`,,`2022-11-25`,`264`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/a7b022ec296a02e4958ac1f5d71052a6/a7b022ec296a02e4958ac1f5d71052a6.jpg`,`spt_239FohZNIivdYoDCkriKYp`,`["Thời Thanh Xuân Sẽ Qua"]`,`["spt_1fTWz0OemWveF9AMkRPJKi", "spt_5lAfakPZgxFKgiJD6xAF1G", "spt_2DpuPZSraeVoLMKV5QJj7y"]`
`Một Ngàn Nỗi Đau`,`true`,,`2022-11-25`,`302`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/c1966b7ce98cdc134b174659d0217539/c1966b7ce98cdc134b174659d0217539.jpg`,`spt_59p65x1na5urrrgERh7o86`,`["Một Ngàn Nỗi Đau"]`,`["spt_1fTWz0OemWveF9AMkRPJKi", "spt_63SNH9m8M034lCGELVC1dm", "spt_5lAfakPZgxFKgiJD6xAF1G"]`
`Giấu Nước Mắt - Live`,`true`,,`2023-09-30`,`170`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/09eb24f2103d9e5f978d42103dbcc8b0/09eb24f2103d9e5f978d42103dbcc8b0.jpg`,`spt_1pUA6zrFuZyNjTZpStIyKi`,`["Giấu Nước Mắt - Live"]`,`["spt_24Wn81dwdDeTCuB1BWGoVJ"]`
`Một Vòng Trái Đất (feat. Quân A.P & Hòa Minzy)`,`true`,,`2023-01-13`,`264`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/f03ca3318e60926af07782f49a15aff6/f03ca3318e60926af07782f49a15aff6.jpg`,`spt_5fpian9LY2oGQGYvf5KfiJ`,`["Một Vòng Trái Đất (feat. Quân A.P & Hòa Minzy)"]`,`["spt_6bLRsp9AAj3St5Ai70PPVm", "spt_2NRcG7E1j2sSi8vnUzCcpi", "spt_3BWBxpXDxofgji3RKZPIz8"]`
`khi cô đơn em nhớ đến ai`,`true`,,`2022-07-24`,`269`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/ff4b9793a46be1f7cd54559fc0ea50c1/ff4b9793a46be1f7cd54559fc0ea50c1.jpg`,`spt_75MMzMs3B6bNhSGqpevVkP`,`["khi cô đơn em nhớ đến ai"]`,`["spt_5lAfakPZgxFKgiJD6xAF1G", "spt_4x1fUORHa2EsxrQ6ZzAoQ0", "spt_6d0dLenjy5CnR5ZMn2agiV", "spt_6OzE2OdvV2tGAxSBsBuZ74"]`
`Mắt Nai Cha Cha Cha`,`true`,,`2022-11-25`,`199`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/a1fe052674f231aba2c301de57f99a02/a1fe052674f231aba2c301de57f99a02.jpg`,`spt_7838oDExG5lccwJMyK1k1m`,`["Mắt Nai Cha Cha Cha"]`,`["spt_63SNH9m8M034lCGELVC1dm", "spt_5lAfakPZgxFKgiJD6xAF1G", "spt_3Ufoo4BPShhahtCSjgpBLP", "spt_2DpuPZSraeVoLMKV5QJj7y", "spt_1dmaHHd1Xbd85cT1egYb4w", "spt_7LLfmKhGZI11XO0dO4xDI7", "spt_1fTWz0OemWveF9AMkRPJKi"]`
`Giấc Mơ Chỉ Là Giấc Mơ - Live`,`true`,,`2023-10-01`,`282`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/570fe76578f94d2e442a09f60f26f1a5/570fe76578f94d2e442a09f60f26f1a5.jpg`,`spt_0ahaEEZr0T6alNIEbAzuTR`,`["Giấc Mơ Chỉ Là Giấc Mơ - Live"]`,`["spt_24Wn81dwdDeTCuB1BWGoVJ"]`
`Lâu phai`,`true`,,`2023-06-15`,`278`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/a4af3498089f1598a9d704b19ebab3f5/a4af3498089f1598a9d704b19ebab3f5.jpg`,`spt_0lr8M53yoUPpWDRxMnv0PN`,`["Lâu phai"]`,`["spt_2TUDvadWsFsFmGHAKqKTgi", "spt_3Z1ArowingijWbVesn0aON"]`
`Người Tình Ơi - Live`,`true`,,`2023-10-01`,`174`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/875c40834c75f930df449ea63326c2ff/875c40834c75f930df449ea63326c2ff.jpg`,`spt_12HrjMVAAEMJveDmvzNptc`,`["Người Tình Ơi - Live"]`,`["spt_24Wn81dwdDeTCuB1BWGoVJ"]`
`Say You Do`,`true`,,`2023-06-19`,`193`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/823a71611383593474f698ff52b9f381/823a71611383593474f698ff52b9f381.jpg`,`spt_0fH7W18EleNLl10oDd88Nm`,`["Say You Do"]`,`["spt_6EybZ5zwPNEtEngfrEMevN", "spt_3LbBKYlyMaATS8IIe7HJ0d"]`
`Em Gái Mưa`,`true`,,`2022-11-10`,`314`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/4485ef2c4f6756ba0f5830a0ca7ec46d/4485ef2c4f6756ba0f5830a0ca7ec46d.jpg`,`spt_2mvtdemNYHmkfMP2d8bCsS`,`["Em Gái Mưa"]`,`["spt_5lAfakPZgxFKgiJD6xAF1G"]`
`Khi Em Lớn`,`true`,,`2022-11-10`,`228`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/69f97d1b8b09c5c83dd4438c66f0dff8/69f97d1b8b09c5c83dd4438c66f0dff8.jpg`,`spt_3mR1T8GMjQblVvSzIkiFyu`,`["Khi Em Lớn"]`,`["spt_5lAfakPZgxFKgiJD6xAF1G"]`
`Đến Rồi Lại Đi - GỢI… Live Session`,`true`,,`2022-12-27`,`139`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/4e21fd20c3ad4f7a19c55b5c4cd02d34/4e21fd20c3ad4f7a19c55b5c4cd02d34.jpg`,`spt_09SGqcDq9ZsOco39rWlc2y`,`["Đến Rồi Lại Đi - GỢI… Live Session"]`,`["spt_3Wj34lTDJnPp70u4YCl4jz"]`
`Xúc Cảm Bộ Máy`,`true`,,`2023-04-07`,`226`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/6a51a71289697633a689a81d8f17a7ad/6a51a71289697633a689a81d8f17a7ad.jpg`,`spt_0UpGDzVWO9r4bO24mx4taj`,`["Xúc Cảm Bộ Máy"]`,`["spt_2j3AXmye1FJXoGOXr6tufj"]`
`ldext - Lofi version`,`true`,,`2022-03-19`,`284`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/4b70c4d13510911817e8d84cdd9e8257/4b70c4d13510911817e8d84cdd9e8257.jpg`,`spt_1FJwdqAMiaCvkgPVsSE5af`,`["ldext - Lofi version"]`,`["spt_3FZ4GX2mWNn7XElse3fQWd", "spt_0obXkAXG0Ivhjj6TK6QZfd"]`
`Buông Đôi Tay Nhau Ra`,`true`,,`2017-04-01`,`227`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/6d512b86c547f9f1b2c528545788fb26/6d512b86c547f9f1b2c528545788fb26.jpg`,`spt_2vYaldhZyuRk6me6yowg8e`,`["Buông Đôi Tay Nhau Ra"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`Remember Me - Onionn Remix Countdown 2021`,`true`,,`2021-02-08`,`197`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/47e11b95ca4296a7ec3e37194f19c84f/47e11b95ca4296a7ec3e37194f19c84f.jpg`,`spt_4hpfney9Bo57TNp1Ka9aSr`,`["Remember Me - Onionn Remix Countdown 2021"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf", "spt_25M5YMbLCbYDSFPhQXYE8c"]`
`Bật mí các ca khúc trong Vietnamese concert`,`true`,,`2023-09-20`,`135`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/9f0006186af078acc9e55981b432c033/9f0006186af078acc9e55981b432c033.jpg`,`spt_4le2vBCARsA9q1qppoB8oj`,`["Bật mí các ca khúc trong Vietnamese concert"]`,`["spt_0r63ReVRjxrS4ATbLrdcrL"]`
`Trên Tình Bạn Dưới Tình Yêu`,`true`,,`2022-03-22`,`199`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/18e121e27430a0eb9a6d42785604f15e/18e121e27430a0eb9a6d42785604f15e.jpg`,`spt_4zFgUpC8z88A9aEo7dnRPN`,`["Trên Tình Bạn Dưới Tình Yêu"]`,`["spt_0IdAjS2LRieBR3gzoazdAw"]`
`Cà Phê`,`true`,,`2023-03-30`,`190`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/8fb09964bcc7b46cd943b6dba3a35368/8fb09964bcc7b46cd943b6dba3a35368.jpg`,`spt_1rZh1RtHamzKEckxh5fPhF`,`["Cà Phê"]`,`["spt_0IdAjS2LRieBR3gzoazdAw"]`
`Sắp 30 - Tropical`,`true`,,`2021-06-01`,`322`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/4c7105c4a0da7dfdb342466e34132bc6/4c7105c4a0da7dfdb342466e34132bc6.jpg`,`spt_17G7ESD8n6KwODrr8tQb1a`,`["Sắp 30 - Tropical"]`,`["spt_73jYB754ez8rGnHM79YeuE"]`
`Nhạt Nhòa`,`true`,,`2021-06-28`,`305`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/2bccb901a8c43eac6e9c224a1b901f34/2bccb901a8c43eac6e9c224a1b901f34.jpg`,`spt_0SIT08VcdMghDKktFfsNF1`,`["Nhạt Nhòa"]`,`["spt_0FflNqUFk4ODtAZuVuqgou", "spt_72lhAORN3XQgtYADoggLRH"]`
`Ngày Đầu Tiên Đi Học`,`true`,,`2018-09-07`,`142`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/f0f6e06b8b9809e1af27695be2004f86/f0f6e06b8b9809e1af27695be2004f86.jpg`,`spt_0dVAtfGW88q6RTsQoa4z8m`,`["Ngày Đầu Tiên Đi Học"]`,`["spt_14RscV8jZp2WBjJMr3SNK9"]`
`Tình Yêu Trắng`,`true`,,`2015-10-01`,`263`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/d7283ee0353e1915ce5edfe070a0e743/d7283ee0353e1915ce5edfe070a0e743.jpg`,`spt_126HhhM6Za8MTkjjQKU6iR`,`["Tình Yêu Trắng"]`,`["spt_5ELPejPzr90MkvmpQEr3RU"]`
`CHẠY NGAY ĐI`,`true`,,`2018-05-11`,`272`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/43a3810a77b63525da6b90e553450fff/43a3810a77b63525da6b90e553450fff.jpg`,`spt_4HlHNLtfxP7Y5z03j3eNOi`,`["CHẠY NGAY ĐI"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf", "spt_25M5YMbLCbYDSFPhQXYE8c"]`
`Phai Nhạt`,`true`,,`2020-01-01`,`226`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/c68ff76ff2a6ca2f33bc47faea37bee8/c68ff76ff2a6ca2f33bc47faea37bee8.jpg`,`spt_14uSIxsbxKYfmCQRdqAwUP`,`["Phai Nhạt"]`,`["spt_3LsIDqxwDjcEKbK3D1IrDk"]`
`Yesterday Once More`,`true`,,`2021-12-04`,`242`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/d4430f40143d1056674531f5450a2e0a/d4430f40143d1056674531f5450a2e0a.jpg`,`spt_1GvXWalLO2K6FfjfBFDjdT`,`["Yesterday Once More"]`,`["spt_5A81GkfzRSHiNQrge5m9gv", "spt_0vMk9L0TazxaXyKMCV3NSa"]`
`Lạc Trôi - Sky Tour 2019`,`true`,,`2020-06-12`,`293`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/ce3b8b18b167cab035bdac58208afee7/ce3b8b18b167cab035bdac58208afee7.jpg`,`spt_6g8pvcdm71gk7Hmtun3cf8`,`["Lạc Trôi - Sky Tour 2019"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`Đưa Em Về Hà Tĩnh`,`true`,,`2022-11-22`,`251`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/0cb4bb33cc2d7e5f4d8fef946eea07d6/0cb4bb33cc2d7e5f4d8fef946eea07d6.jpg`,`spt_1pam898837CGjz4UXyDGQ2`,`["Đưa Em Về Hà Tĩnh"]`,`["spt_5ELPejPzr90MkvmpQEr3RU"]`
`Cùng Bay Nào (feat. SMO)`,`true`,,`2023-07-02`,`160`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/255821c79305115ff441b44639151521/255821c79305115ff441b44639151521.jpg`,`spt_1Lu5vGTo09sPQxt4bZGgid`,`["Cùng Bay Nào (feat. SMO)"]`,`["spt_1cPpd989kghzlZqfpP4KwL", "spt_1eLRJ9F6qwKeI6frD3ZzQg"]`
`Tình... Cảm Lạnh! (feat. Nhật Hoàng & EVY)`,`true`,,`2023-07-02`,`192`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/0a6de85469adb2fddbe1e8dd01554fed/0a6de85469adb2fddbe1e8dd01554fed.jpg`,`spt_1TK03OdCYNAS41mxxOU1OR`,`["Tình... Cảm Lạnh! (feat. Nhật Hoàng & EVY)"]`,`["spt_1cPpd989kghzlZqfpP4KwL", "spt_1owVn9TB2AwdiPqkaD29wX", "spt_1br1qwFrzbNkxvisBvJBbe"]`
`Away`,`true`,,`2010-08-01`,`214`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r006/d2f8da1f31f9a80741ba519d1783adcf/d2f8da1f31f9a80741ba519d1783adcf.jpg`,`spt_7H3wDo86fHGK5HxHwbu0ZG`,`["Away"]`,`["spt_2Fc5cGXai8xzLhGyltp4tT"]`
`Nắng Ấm Ngang Qua`,`true`,,`2022-10-06`,`195`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/1bf642c4df2a4761e35ae5635323b767/1bf642c4df2a4761e35ae5635323b767.jpg`,`spt_5Kl2rxJaxzlkFYUgIeY2B9`,`["Nắng Ấm Ngang Qua"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`You Of Yesterday - Khắc Hưng Remix`,`true`,,`2018-07-13`,`264`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/aa4bc047408bd98e4455baf737faa1f2/aa4bc047408bd98e4455baf737faa1f2.jpg`,`spt_2lBWSPlhiiRBvcFKujB3f9`,`["You Of Yesterday - Khắc Hưng Remix"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf", "spt_2mx5AAdmlMxMcrcd7AQh1j"]`
`Bữa tiệc của giác quan - Live At Yên Concert`,`true`,,`2023-05-24`,`378`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/b918629a601e2f13fda26400e67dc7e4/b918629a601e2f13fda26400e67dc7e4.jpg`,`spt_0LiPwzN3imYdhotarNtwvR`,`["Bữa tiệc của giác quan - Live At Yên Concert"]`,`["spt_6OzE2OdvV2tGAxSBsBuZ74"]`
`Tình Yêu Mang Theo`,`true`,,`2015`,`338`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/eb3341f8bf64caa0d0c3dcb4a379f191/eb3341f8bf64caa0d0c3dcb4a379f191.jpg`,`spt_0o88MBvKmOmlc4yaeJCmoC`,`["Tình Yêu Mang Theo"]`,`["spt_4e5LAUvM35jleGg8gElTsP", "spt_1uXHYAZLyOQY5qaM1crBNK"]`
`Hãy Trao Cho Anh`,`true`,,`2019-07-02`,`245`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/871c63ae4e7eecf7f5626c477503755e/871c63ae4e7eecf7f5626c477503755e.jpg`,`spt_5x5Vx0Musv3LSUKzjY73mA`,`["Hãy Trao Cho Anh"]`,`["spt_7hJcb9fa4alzcOq3EaNPoG", "spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`lò vi sóng - Acoustic`,`true`,,`2023-09-19`,`242`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/c9120eb34e109f175998d5836731f04f/c9120eb34e109f175998d5836731f04f.jpg`,`spt_0qqoRoEaZK96nYTC9eSSbg`,`["lò vi sóng - Acoustic"]`,`["spt_0zo8kCJVktn7oPnzpkbC2p", "spt_6hnfLIkvDl6pjlAe1YRGXY"]`
`Chúng Ta Không Thuộc Về Nhau - Sky Tour 2019`,`true`,,`2020-06-12`,`247`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/5c51e9924a9468b2167acaa208f02a26/5c51e9924a9468b2167acaa208f02a26.jpg`,`spt_1bmqD4QuCN2p9LR9J8YZKe`,`["Chúng Ta Không Thuộc Về Nhau - Sky Tour 2019"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`Run`,`true`,,`2014-09-24`,`223`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/c633efc2d4a69dc4e2d392878d666730/c633efc2d4a69dc4e2d392878d666730.jpg`,`spt_11JCaxAyYz8QRjsOlu1fKq`,`["Run"]`,`["spt_2Fc5cGXai8xzLhGyltp4tT"]`
`CÔNG (Dance Remix)`,`true`,,`2021-07-15`,`220`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/f9eb0bb6c16da885636f753ad7f32f74/f9eb0bb6c16da885636f753ad7f32f74.jpg`,`spt_1IQWzbzt6QKlAV6otbG147`,`["CÔNG (Dance Remix)"]`,`["spt_2Fc5cGXai8xzLhGyltp4tT"]`
`Sky Tour (Intro)`,`true`,,`2020-06-12`,`149`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/3350a0e14f7fff1915b177085991f3f3/3350a0e14f7fff1915b177085991f3f3.jpg`,`spt_2clSWs3MlXkGHNbJMqkFgV`,`["Sky Tour (Intro)"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`Xin Đừng Lòng Vòng`,`true`,,`2022-12-22`,`185`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/12abcbb7a8d534ee41610f18dfd9b99f/12abcbb7a8d534ee41610f18dfd9b99f.jpg`,`spt_1otYD7ZdVtWGITZYVCN9Bz`,`["Xin Đừng Lòng Vòng"]`,`["spt_4jQZaxfgwiUJFQagCyZNV4", "spt_3y0Tmt0epaxAHy6L89dGGC"]`
`DCME`,`true`,,`2014-05-01`,`270`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r003/3b594050b2aed96875dd49bd6525cbd0/3b594050b2aed96875dd49bd6525cbd0.jpg`,`spt_4ErnPFEJN0e9rSs1kV69h5`,`["DCME"]`,`["spt_0gGd4WhPXBSgDX6fdOHcOw", "spt_4grjJqg7iwQ8RKHs8d9Snh"]`
`Đắm - Remix version (feat. Ricky Star)`,`true`,,`2022-01-26`,`160`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/63222415fae553e41fd163e728a2947d/63222415fae553e41fd163e728a2947d.jpg`,`spt_1Wgx9IoTTVcbsRfT0oIx5c`,`["Đắm - Remix version (feat. Ricky Star)"]`,`["spt_44ZNcW1ZSGB9oqX1ALnriH", "spt_4jQZaxfgwiUJFQagCyZNV4"]`
`Chắc Ai Đó Sẽ Về`,`true`,,`2017-04-01`,`262`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/57d3a7849350a9faa3e6274b704ddebb/57d3a7849350a9faa3e6274b704ddebb.jpg`,`spt_4XvupevGa7MNCj51XpAJO9`,`["Chắc Ai Đó Sẽ Về"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`Trò Chơi Thua Cuộc`,`true`,,`2022-02-14`,`184`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/e39bd198e613f5ab0df675acc09bd813/e39bd198e613f5ab0df675acc09bd813.jpg`,`spt_1ggXp9qMhUvxKqSecysZnq`,`["Trò Chơi Thua Cuộc"]`,`["spt_3mYnd5Nlmdpg4D9rbAqNUD", "spt_6zUWZmyi5MLOEynQ5wCI5f"]`
`Vì Một Câu Nói (25 Mét Vuông)`,`true`,,`2021-12-19`,`314`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/a508e4dca66c9e2ce0c697e3f04e6925/a508e4dca66c9e2ce0c697e3f04e6925.jpg`,`spt_0pkxZ9tHK85aipRCftXLsJ`,`["Vì Một Câu Nói (25 Mét Vuông)"]`,`["spt_6OzE2OdvV2tGAxSBsBuZ74"]`
`Chắc là một bông hoa màu tím`,`true`,,`2023-11-09`,`234`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/b42ca835b43967d18e392059f3ae0c88/b42ca835b43967d18e392059f3ae0c88.jpg`,`spt_16rABqU9G3RpHFxA8G9SFS`,`["Chắc là một bông hoa màu tím"]`,`["spt_0zn7lYLmKeTdAva9gucVJG"]`
`Heaven Girl Humming for Relax`,`true`,,`2023-01-20`,`344`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/fd1102198b374f9a3c1b363308dc48b9/fd1102198b374f9a3c1b363308dc48b9.jpg`,`spt_19tItNDX0Y8akTbYLu5kwj`,`["Heaven Girl Humming for Relax"]`,`["spt_3Z1ArowingijWbVesn0aON"]`
`Gàn`,`true`,,`2023-06-15`,`182`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/d4688cefea26f8da263e52e55acff0be/d4688cefea26f8da263e52e55acff0be.jpg`,`spt_1eZaAaZ4CL3MT3nccR45mR`,`["Gàn"]`,`["spt_2TUDvadWsFsFmGHAKqKTgi", "spt_3Z1ArowingijWbVesn0aON"]`
`Về Nhà (25 Mét Vuông)`,`true`,,`2021-12-12`,`303`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/ec04af0f35484f3631f0cc03dc23ab0c/ec04af0f35484f3631f0cc03dc23ab0c.jpg`,`spt_1jWYjdDmUkSzhPYlTZVCCH`,`["Về Nhà (25 Mét Vuông)"]`,`["spt_6OzE2OdvV2tGAxSBsBuZ74"]`
`Tiến Lên Việt Nam Ơi`,`true`,,`2017-04-01`,`218`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/7b6ebbae539224a29e48d8f3b128e516/7b6ebbae539224a29e48d8f3b128e516.jpg`,`spt_1lhNyGoXhrwFy1wJLPWxDZ`,`["Tiến Lên Việt Nam Ơi"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`Viễn Miên`,`true`,,`2020-04-24`,`282`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/b929e3b76c4b1e6002184b757432adea/b929e3b76c4b1e6002184b757432adea.jpg`,`spt_1S5fThXghVDXwntkRrpMol`,`["Viễn Miên"]`,`["spt_0zn7lYLmKeTdAva9gucVJG"]`
`Nắng Ấm Xa Dần - Onionn Remix`,`true`,,`2019-04-05`,`190`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/017bd1cc3d8f567779cc7ab1d61f6477/017bd1cc3d8f567779cc7ab1d61f6477.jpg`,`spt_2ShQq13oxO44pXA4WBfwjU`,`["Nắng Ấm Xa Dần - Onionn Remix"]`,`["spt_25M5YMbLCbYDSFPhQXYE8c", "spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`Em Của Ngày Hôm Qua - Sky Tour 2019`,`true`,,`2020-06-12`,`246`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/f6e0dea18e6dc603caa7c82b846740ef/f6e0dea18e6dc603caa7c82b846740ef.jpg`,`spt_4J0D55lwk4ZIxvUnC1lpF9`,`["Em Của Ngày Hôm Qua - Sky Tour 2019"]`,`["spt_5dfZ5uSmzR7VQK0udbAVpf"]`
`Ngày Nào`,`true`,,`2020-09-24`,`211`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/e46ffba24e4b18d80925245d2958416d/e46ffba24e4b18d80925245d2958416d.jpg`,`spt_0L4ldzO9235Ljyy4Xz9f1x`,`["Ngày Nào"]`,`["spt_3Z1ArowingijWbVesn0aON"]`
`Hiệu Ứng Trốn Chạy - Live from Lan Anh, Saigon. 28.9.19`,`true`,,`2021-09-28`,`260`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r002/6ba6789e887102ab6ed98b634a6f74d7/6ba6789e887102ab6ed98b634a6f74d7.jpg`,`spt_2ORrSgfqea1QW4osLIkz6N`,`["Hiệu Ứng Trốn Chạy - Live from Lan Anh, Saigon. 28.9.19"]`,`["spt_2j3AXmye1FJXoGOXr6tufj"]`
