`name`,`ispublic`,`description`,`officialreleaseddate`,`durationsecond`,`isplayable`,`thumbnailurl`,`refcode`,`tagsjson`,`artistrefcodes`
`Ex's Hate Me`,`true`,,`2023-04-15`,`258`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/19b72449bdf3b2e198aaa79e40dcedc0/19b72449bdf3b2e198aaa79e40dcedc0.jpg`,`spt_170CNv2CAZn8wg6GxvHXYC`,`["Ex's Hate Me"]`,`["spt_2aQnC3DbZB9GbauvhAw7ve", "spt_1WvNgEoB66jmHodcj15Zi9"]`
`Vệ Tinh`,`true`,,`2022-08-11`,`240`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/70acd1a3d0d292f06781e936fec3cc88/70acd1a3d0d292f06781e936fec3cc88.jpg`,`spt_0gdxLgCTbLQUGaar06VrU4`,`["Vệ Tinh"]`,`["spt_6xRZoWlE9twEkMC5NW4Z9f", "spt_0wATZebE9ZNj7fTjTdwiJB", "spt_5HZtdKfC4xU0wvhEyYDWiY"]`
`Ngáo Ngơ Hết Ngày`,`true`,,`2020-04-04`,`198`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/106bdf2280e4a9ce03289cd695630d72/106bdf2280e4a9ce03289cd695630d72.jpg`,`spt_170MdwaTGeoThX8CD8jqev`,`["Ngáo Ngơ Hết Ngày"]`,`["spt_3oB1lv9FWDKbNOUvdTw75Q"]`
`Cần Gì Hơn - Dsmall Remix`,`true`,,`2020-03-20`,`183`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/00ec83d826d9ea829174a8c6d0a5d624/00ec83d826d9ea829174a8c6d0a5d624.jpg`,`spt_17k3DDXp4ow43OnDcKQGDu`,`["Cần Gì Hơn - Dsmall Remix"]`,`["spt_5CN2xwAabhVITdKuFs4NLe", "spt_3rjcQ5VIWCN4q7UFetzdeO", "spt_5OvCh1Nin8AGw7OkxYinBe"]`
`Buồn Của Anh (Remix)`,`true`,,`2023-06-05`,`371`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/418a6f29d340f90e6882ea431fb090ae/418a6f29d340f90e6882ea431fb090ae.jpg`,`spt_18PJkpwmdd96z9vcE3x8c0`,`["Buồn Của Anh (Remix)"]`,`["spt_3nGqUwkJHiLPDECMVrX1Sq", "spt_6mD6SQbvl9pILx7SAHBzbq", "spt_4R3mugkUqCALXgkwSptTbg", "spt_3U8Nx0ha0eSOGoUoAhLG2a"]`
`Lạc Quan Vượt Dịch - Ở Nhà Vẫn Vui`,`true`,,`2021-08-27`,`170`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/191f61c1c35c100a85a545b7fb9eea43/191f61c1c35c100a85a545b7fb9eea43.jpg`,`spt_1anLaPUXfz04iFSFVQGkR0`,`["Lạc Quan Vượt Dịch - Ở Nhà Vẫn Vui"]`,`["spt_5Kh0ta0UY4uJ4g2CIdq9V9"]`
`Gác Lại Âu Lo - Instrumental`,`true`,,`2023-05-31`,`270`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/1bfee490c2d85ffc55b6afd9d9ffde12/1bfee490c2d85ffc55b6afd9d9ffde12.jpg`,`spt_1aZXk1i2KQ6DvGQRUabfro`,`["Gác Lại Âu Lo - Instrumental"]`,`["spt_6zUWZmyi5MLOEynQ5wCI5f"]`
`Những Lần Đầu Tiên`,`true`,,`2022-10-25`,`180`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/c9ab0e60dfc23078835c7b1433407613/c9ab0e60dfc23078835c7b1433407613.jpg`,`spt_4GxeoZr1alWkjeTBPYY0Mw`,`["Những Lần Đầu Tiên"]`,`["spt_6JTiPLdbZD2e0tDsN15U1s", "spt_2Bwp23pD4UVsSkchHDZw4F"]`
`Yêu Là Tha Thu (feat. Quân A.P)`,`true`,,`2023-03-31`,`270`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/578c8e75443a069a0d4863ea24895509/578c8e75443a069a0d4863ea24895509.jpg`,`spt_4I269ZWGO1LEkUc9n3efCR`,`["Yêu Là Tha Thu (feat. Quân A.P)"]`,`["spt_6bLRsp9AAj3St5Ai70PPVm", "spt_2NRcG7E1j2sSi8vnUzCcpi"]`
`Cơn Gió Lạ`,`true`,,`2017-02-02`,`308`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r004/719870b099ae46d6ce5bf0e855a07d25/719870b099ae46d6ce5bf0e855a07d25.jpg`,`spt_58pSnJNdnoE2BlNoqQfI2A`,`["Cơn Gió Lạ"]`,`["spt_4fCHhderLwLacsIOIKgu3J"]`
`Em Đã Từng Yêu`,`true`,,`2017-02-02`,`294`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/08ce70204a2498ce9a4dad2f08911e3d/08ce70204a2498ce9a4dad2f08911e3d.jpg`,`spt_65SsVzT2vxm3fCQXt6xGVB`,`["Em Đã Từng Yêu"]`,`["spt_4fCHhderLwLacsIOIKgu3J"]`
`Nắng Thủy Tinh`,`true`,,`2022-02-28`,`147`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/87cf9a7f0f7b1f66db893c0a286e1b5b/87cf9a7f0f7b1f66db893c0a286e1b5b.jpg`,`spt_05mKTB04qMaCRHwuVf9HGv`,`["Nắng Thủy Tinh"]`,`["spt_0va0d4S89QpwDbKAAVGZjf", "spt_4x1fUORHa2EsxrQ6ZzAoQ0"]`
`Em Về Tinh Khôi - 25th Làn Sóng Xanh`,`true`,,`2022-11-10`,`229`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/114cadd596a57d397e8636ec2b1bdece/114cadd596a57d397e8636ec2b1bdece.jpg`,`spt_7yy5HMjvW8SXqMzIBm6SBU`,`["Em Về Tinh Khôi - 25th Làn Sóng Xanh"]`,`["spt_6d0dLenjy5CnR5ZMn2agiV", "spt_6OzE2OdvV2tGAxSBsBuZ74", "spt_2aQnC3DbZB9GbauvhAw7ve"]`
`Điều Buồn Nhất (feat. Đức Phúc)`,`true`,,`2023-04-28`,`281`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/5af294424036c9bd126aede3beeda073/5af294424036c9bd126aede3beeda073.jpg`,`spt_3xS3UNtKl8HPrlH4pefrlU`,`["Điều Buồn Nhất (feat. Đức Phúc)"]`,`["spt_5FWPIKz9czXWaiNtw45KQs", "spt_6bLRsp9AAj3St5Ai70PPVm"]`
`Đàn Bà`,`true`,,`2022-06-18`,`242`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/6d91447a586e9fc9410b4d542d35b568/6d91447a586e9fc9410b4d542d35b568.jpg`,`spt_0cA468KObwgEEQe9ym38CA`,`["Đàn Bà"]`,`["spt_2knyDFP4xw9wZEWA98JX6b"]`
`Những vì tinh tú trong đôi mắt em (Soft Version)`,`true`,,`2023-01-09`,`188`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/4cbfc0e731dc44189c0d3096e3b6cc02/4cbfc0e731dc44189c0d3096e3b6cc02.jpg`,`spt_0fIdC9LNwvOPrAomJEY4fv`,`["Những vì tinh tú trong đôi mắt em (Soft Version)"]`,`["spt_5h0cBKxBX54CqPaQU6tJhk"]`
`A Sad Song`,`true`,,`2020-10-30`,`208`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/05f90656e9885cd995fdd421aba2cb21/05f90656e9885cd995fdd421aba2cb21.jpg`,`spt_0JFM7ZkeMU7Kl4s49xeHjX`,`["A Sad Song"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Tình Yêu Trở Lại`,`true`,,`2015`,`270`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/39c68d4f495a4016bb4fd972c3894dca/39c68d4f495a4016bb4fd972c3894dca.jpg`,`spt_0Oc56li8HQ1uIBn6vhHpRp`,`["Tình Yêu Trở Lại"]`,`["spt_4JRdwGgQOrlJR3EHIH67FY", "spt_1uXHYAZLyOQY5qaM1crBNK"]`
`Nắng Thủy Tinh`,`true`,,`2022-06-19`,`241`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/016bf7a7abae627e42e6d99ad4456ff4/016bf7a7abae627e42e6d99ad4456ff4.jpg`,`spt_0OdMGfwVtGyKGG9kxqxwYH`,`["Nắng Thủy Tinh"]`,`["spt_6OzE2OdvV2tGAxSBsBuZ74"]`
`Tôi Xin Biết Ơn`,`true`,,`2019-02-25`,`203`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/3390bd89acf0dec8fcc9d5c4385585c9/3390bd89acf0dec8fcc9d5c4385585c9.jpg`,`spt_0og7kvyZ8EGvIxM19nOGzP`,`["Tôi Xin Biết Ơn"]`,`["spt_2knyDFP4xw9wZEWA98JX6b"]`
`Nếp Sống - Intro`,`true`,,`2021-10-29`,`101`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/602c0f936506287ff290d921d7bf8393/602c0f936506287ff290d921d7bf8393.jpg`,`spt_0pbEuGOBJK82UCkhq6IPWa`,`["Nếp Sống - Intro"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Hòa Sắc`,`true`,,`2023-02-26`,`211`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/9d559d367b667263f32df0cb37c8fa78/9d559d367b667263f32df0cb37c8fa78.jpg`,`spt_0rWGgkEMSHJxljW5VFStmK`,`["Hòa Sắc"]`,`["spt_1aVkG16ZfTc5XJ9qP7ti7i"]`
`Ngày Nào - Instrumental`,`true`,,`2020-09-24`,`211`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/197ec1ae441508a2794d5d58ff3c2fb5/197ec1ae441508a2794d5d58ff3c2fb5.jpg`,`spt_0WhDtsjJyBjcHJWGuEMzJU`,`["Ngày Nào - Instrumental"]`,`["spt_3Z1ArowingijWbVesn0aON"]`
`Cuộc Hành Trình - Live`,`true`,,`2021-10-29`,`243`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/3381f52fc81bf260131dafb9728caf0d/3381f52fc81bf260131dafb9728caf0d.jpg`,`spt_0WKpaI4L7dtQy62hyuzECQ`,`["Cuộc Hành Trình - Live"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR"]`
`Cuối Chiều`,`true`,,`2019-10-14`,`229`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/58e021b4906d3128e218fc313e5bea1c/58e021b4906d3128e218fc313e5bea1c.jpg`,`spt_0wmin99fhSRGQk1b875G5P`,`["Cuối Chiều"]`,`["spt_5h0cBKxBX54CqPaQU6tJhk"]`
`Love U So`,`true`,,`2020-12-18`,`239`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/7fdaf8a9d69f9f287b84d66a2ba20294/7fdaf8a9d69f9f287b84d66a2ba20294.jpg`,`spt_0zwh6OWqVxAZbhUvqFSDA5`,`["Love U So"]`,`["spt_1TdtsDVivxc6PpkQdNuXdR", "spt_30eFAXoU2kTjJPf2cq80B8"]`
`Không Của Riêng Ai`,`true`,,`2022-10-26`,`222`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/4e9cec0e4a4026e565a604909605da3a/4e9cec0e4a4026e565a604909605da3a.jpg`,`spt_14A2rJkYNC7ttZRz0Pk8so`,`["Không Của Riêng Ai"]`,`["spt_7BmfnPctIpdj3f7onr5X8X", "spt_5SrlFeZhl6SkP8gzRcFa0n"]`
`Nước Ngọt`,`true`,,`2023-03-12`,`311`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/41a119cd8179de4980dc782c6f0500ff/41a119cd8179de4980dc782c6f0500ff.jpg`,`spt_189kQq5hbZTm27zi4uwKqE`,`["Nước Ngọt"]`,`["spt_4IiJbbRn328Zxw8mtHb7bo"]`
`Kế hoạch yêu - Live At Yên Concert`,`true`,,`2023-05-24`,`236`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/9ee60ae49cbc38b5f52f738bb9733b59/9ee60ae49cbc38b5f52f738bb9733b59.jpg`,`spt_18u5RjBZPbBvzajMVZnCbo`,`["Kế hoạch yêu - Live At Yên Concert"]`,`["spt_6OzE2OdvV2tGAxSBsBuZ74"]`
`Hãy Để Chúng Ta Được Có Thêm Thời Gian`,`true`,,`2022-03-23`,`223`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/8e845c14784c4f6471afa2c456a68e20/8e845c14784c4f6471afa2c456a68e20.jpg`,`spt_1BL5MlpmXKaFrK04HaCw3d`,`["Hãy Để Chúng Ta Được Có Thêm Thời Gian"]`,`["spt_5h0cBKxBX54CqPaQU6tJhk", "spt_1yWLf9thhwjqScDt6Az4Z9"]`
`tinhdau tinhdau tinhdau`,`true`,,`2022-12-22`,`240`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/195b76b66b4b6dfbc3e8bce5e5b48ae1/195b76b66b4b6dfbc3e8bce5e5b48ae1.jpg`,`spt_1tY6IGfIFwLyNZA8KfoGVs`,`["tinhdau tinhdau tinhdau"]`,`["spt_3E6LGptA8lBEXPHAQCE3vr", "spt_5lAfakPZgxFKgiJD6xAF1G"]`
`Chân Ái - TiJak R&B Remix`,`true`,,`2023-09-29`,`209`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/8992161eb70c0f9f03d5db4fa18f43fe/8992161eb70c0f9f03d5db4fa18f43fe.jpg`,`spt_2ac0pEW05sa50ATCvtpH39`,`["Chân Ái - TiJak R&B Remix"]`,`["spt_5HTO94K5dKWMqudgNEzWXH", "spt_3FZ4GX2mWNn7XElse3fQWd", "spt_5lAfakPZgxFKgiJD6xAF1G"]`
`Chuyến Xe`,`true`,,`2023-04-26`,`255`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/59832bc73bf8c17e0f7095c8a93908f3/59832bc73bf8c17e0f7095c8a93908f3.jpg`,`spt_2PsqOKbQklE3YchQDfoHDw`,`["Chuyến Xe"]`,`["spt_0aNyWetkjBvIdZvJY00yEa", "spt_5lAfakPZgxFKgiJD6xAF1G"]`
`Bạn Đời`,`true`,,`2023-10-04`,`300`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/4330fc89881ae705864473d3c1d2e9c2/4330fc89881ae705864473d3c1d2e9c2.jpg`,`spt_0kHgteR4TV4LO80wrasDSR`,`["Bạn Đời"]`,`["spt_2Bwp23pD4UVsSkchHDZw4F", "spt_3T3DOlgOEkr243zdzFCrXW"]`
`Thuyền Và Biển`,`true`,,`2020-01-01`,`308`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/3fa6a5c039fc5505e422f43de0afc501/3fa6a5c039fc5505e422f43de0afc501.jpg`,`spt_6O6FDuwtQisG1FW8YGFBY0`,`["Thuyền Và Biển"]`,`["spt_3LsIDqxwDjcEKbK3D1IrDk"]`
`Phía Sau Một Chàng Trai`,`true`,,`2020-04-01`,`276`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r001/79239b7d27b1a0b8e25484b14b96d64e/79239b7d27b1a0b8e25484b14b96d64e.jpg`,`spt_00dMFkFoKGYfOFDlVK5wec`,`["Phía Sau Một Chàng Trai"]`,`["spt_6jFvKq4gMkQ50joURHPGXO"]`
`Chuyến Xe Cuộc Đời (Remix)`,`true`,,`2023-11-10`,`70`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/00d6fe82f3b099711b16e2ba526f1f6e/00d6fe82f3b099711b16e2ba526f1f6e.jpg`,`spt_00GjliJySp3Yv7LBItOSLB`,`["Chuyến Xe Cuộc Đời (Remix)"]`,`["spt_7luDDYsfkSivBsoTz3BKMq", "spt_6HaRFcGE0OIbGpWbfyPVD0"]`
`Đêm Trăng Tình Yêu`,`true`,,`2017-12-12`,`313`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/33fcd3ca18b59224c5515ee989afc9ba/33fcd3ca18b59224c5515ee989afc9ba.jpg`,`spt_0BmgPHVWQ1LJFrtmcwSaQy`,`["Đêm Trăng Tình Yêu"]`,`["spt_3Fo2DRKuOAEf6UAfn9T4Ih"]`
`À Lôi - Chill Mix`,`true`,,`2023-08-19`,`167`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/88d4943fe97028a81a3814949c78ecb0/88d4943fe97028a81a3814949c78ecb0.jpg`,`spt_00J2ELY5mg09V4ZxT9kuHC`,`["À Lôi - Chill Mix"]`,`["spt_1NM99SQTX93oCkzvNXWJCf", "spt_3nGqUwkJHiLPDECMVrX1Sq"]`
`Mặt Trời Khóc`,`true`,,`2022-07-15`,`237`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/5f56c9043940b927dd59004257fffac9/5f56c9043940b927dd59004257fffac9.jpg`,`spt_6PZ4fBBsfcCxyo0v5H4fri`,`["Mặt Trời Khóc"]`,`["spt_5lAfakPZgxFKgiJD6xAF1G", "spt_4bPYvyUn1mWwUwIW57oST2"]`
`RƠI RỚT TRÊN TRIỀN ĐỒI`,`true`,,`2021-12-31`,`231`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/04504d5727a33c8b5f8b4caf1ebf8204/04504d5727a33c8b5f8b4caf1ebf8204.jpg`,`spt_09dsyt0tdHf3iWFpXMi8e4`,`["RƠI RỚT TRÊN TRIỀN ĐỒI"]`,`["spt_7hLz2ZikFy4ZwDZS12Z77n"]`
`Thị Trấn Lóng Lánh`,`true`,,`2020-04-10`,`285`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/34e316894490eb1bdc2ac79a4a091c68/34e316894490eb1bdc2ac79a4a091c68.jpg`,`spt_0aERjoWFtxQR1RP4kffZsc`,`["Thị Trấn Lóng Lánh"]`,`["spt_4uqZAHbX45ygzxhxkRwTwR"]`
`Mấy Khi`,`true`,,`2019-07-17`,`284`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/60d4a0d11160f2a8648db14193d453ee/60d4a0d11160f2a8648db14193d453ee.jpg`,`spt_0c0qvIxPl97WyOsDZLBqjP`,`["Mấy Khi"]`,`["spt_0u5ikKYYDO2XGyYjNGQRGf"]`
`Chuyện Nhạc`,`true`,,`2022-03-23`,`267`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/7d7a556ef9f53675d353c3373717471a/7d7a556ef9f53675d353c3373717471a.jpg`,`spt_0FchZFSG9IGaAnKKjyOKf8`,`["Chuyện Nhạc"]`,`["spt_1984OVQ0KnJW80MiZYOrFF"]`
`Nhạc Bỏ Túi`,`true`,,`2018`,`178`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/78e9a33fb67699224406f4a0ce8b7cb4/78e9a33fb67699224406f4a0ce8b7cb4.jpg`,`spt_0jo2YGbrt7bYlAB1hvE8Xk`,`["Nhạc Bỏ Túi"]`,`["spt_4IiJbbRn328Zxw8mtHb7bo"]`
`Chupe Freestylez (Part 3 of 3)`,`true`,,`2022-08-11`,`117`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/392ef0dad15f86a49a31de4a4a390fdd/392ef0dad15f86a49a31de4a4a390fdd.jpg`,`spt_0KTt4oIet0cPISEALQoF9b`,`["Chupe Freestylez (Part 3 of 3)"]`,`["spt_4IiJbbRn328Zxw8mtHb7bo"]`
`Đứng Giữa Đường Tình (feat. Vân Du)`,`true`,,`2019-09-11`,`278`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/9d0046a9bc1b8e3882d40be765a8c7ae/9d0046a9bc1b8e3882d40be765a8c7ae.jpg`,`spt_0PQv8IiN2EayKvKB5P3B7c`,`["Đứng Giữa Đường Tình (feat. Vân Du)"]`,`["spt_03xckTFB2M94SboXDuDc2z", "spt_5vLsw9JI11DauolKUpEMa0"]`
`Đã Quên Rồi - Cover Version`,`true`,,`2017-01-01`,`172`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/4b3461edf61f55999bb5811a2557cff7/4b3461edf61f55999bb5811a2557cff7.jpg`,`spt_0tuWsIRMg7AupStMV5Uv0y`,`["Đã Quên Rồi - Cover Version"]`,`["spt_6IBIzIFj0W756sS7OITld5"]`
`Chênh Vênh - Guitar Version`,`true`,,`2011-01-01`,`215`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/45a4d114abc9a20e36cc443741b0630f/45a4d114abc9a20e36cc443741b0630f.jpg`,`spt_0XGXTjdKyNiBCU9hDoQ5cZ`,`["Chênh Vênh - Guitar Version"]`,`["spt_7hLz2ZikFy4ZwDZS12Z77n"]`
`Tích Tịch Tình Tang`,`true`,,`2023-11-26`,`213`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/6d8545f8efe714052ad0b8712c2000a7/6d8545f8efe714052ad0b8712c2000a7.jpg`,`spt_0ybR7aocqRbN0wIosbNA30`,`["Tích Tịch Tình Tang"]`,`["spt_0u5ikKYYDO2XGyYjNGQRGf", "spt_0oPfDJB8zMRydhodzqYznN"]`
`Không Sao Đâu`,`true`,,`2019-06-20`,`252`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/3002b3f07214be1b5683dd98e1fdfc51/3002b3f07214be1b5683dd98e1fdfc51.jpg`,`spt_11cFoljfVKvq4zXjSHttPd`,`["Không Sao Đâu"]`,`["spt_0wsS9dAYTiGGG3AFrQeU7x", "spt_1ZCY6tbHfF0X4oXZJKSXCZ", "spt_4IiJbbRn328Zxw8mtHb7bo"]`
`Khao Khát`,`true`,,`2016-12-30`,`233`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r005/14751d6d3a165a2be1ef7896a9ff564b/14751d6d3a165a2be1ef7896a9ff564b.jpg`,`spt_6jMlGxDO62e9NIp5Lfi0UZ`,`["Khao Khát"]`,`["spt_57g2v7gJZepcwsuwssIfZs", "spt_1OIYKbmhG0RxPXvVPNj3NN"]`
`Cây muốn lặng gió có ngừng`,`true`,,`2022-12-24`,`249`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/0b69907d1ea90629fdce670ef9ddf640/0b69907d1ea90629fdce670ef9ddf640.jpg`,`spt_15fvZky4xpo7wWBZxkbs9C`,`["Cây muốn lặng gió có ngừng"]`,`["spt_7hLz2ZikFy4ZwDZS12Z77n", "spt_6ME1w3ACRcBUuMwSvdrCHZ"]`
`Wannabe - Beat`,`true`,,`2021-12-04`,`228`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/792df83e87d392ef2d224455a882e011/792df83e87d392ef2d224455a882e011.jpg`,`spt_17XJANMwPmza8zv2t2MmFK`,`["Wannabe - Beat"]`,`["spt_6IBIzIFj0W756sS7OITld5"]`
`Kaycee - Beat`,`true`,,`2020-09-29`,`196`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/2fba3198f7ce64fafbd4a367f7da9d2b/2fba3198f7ce64fafbd4a367f7da9d2b.jpg`,`spt_1cGUWwc0GRn93nG5aSzSom`,`["Kaycee - Beat"]`,`["spt_4HGrrevENLsGCTS9bwqUrm"]`
`Rốt Cuộc Thì Nó Ở Đâu`,`true`,,`2019-07-14`,`15`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/1a688f5e7077f5e3e9424d4249ff6a58/1a688f5e7077f5e3e9424d4249ff6a58.jpg`,`spt_1DThe8gmPzuiEnx2SUhDGH`,`["Rốt Cuộc Thì Nó Ở Đâu"]`,`["spt_1984OVQ0KnJW80MiZYOrFF"]`
`Tori 2022`,`true`,,`2022-06-20`,`299`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/73c77f076580e8f87a82ec5768819b6b/73c77f076580e8f87a82ec5768819b6b.jpg`,`spt_1e645b1filW7ajQi19fc5S`,`["Tori 2022"]`,`["spt_5ptgjFDE2abY6Xwo4ytufN"]`
`If - Nếu Như`,`true`,,`2019-11-25`,`272`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/0675d2686adac13dc94b695590754419/0675d2686adac13dc94b695590754419.jpg`,`spt_1EhkkwV0JkxpEZxxbklubC`,`["If - Nếu Như"]`,`["spt_6IBIzIFj0W756sS7OITld5"]`
`Underground's Top`,`true`,,`2011-11-30`,`248`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/77f8e938c1e17413e9cb43c27da78a97/77f8e938c1e17413e9cb43c27da78a97.jpg`,`spt_017gD8wN5xQPLZakeHNefi`,`["Underground's Top"]`,`["spt_2Bwp23pD4UVsSkchHDZw4F"]`
`Lắm Mối Tối Ngồi Không`,`true`,,`2019-10-20`,`194`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/61c8cc2c2d415b60808812a4e3449430/61c8cc2c2d415b60808812a4e3449430.jpg`,`spt_01WDJ9gcaXFuNzY5ir9CaE`,`["Lắm Mối Tối Ngồi Không"]`,`["spt_0r63ReVRjxrS4ATbLrdcrL"]`
`Tiếng Gà Gáy - Beat`,`true`,,`2021-08-09`,`317`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/794c773f3aac6048fe8d0e7ab07ee3c9/794c773f3aac6048fe8d0e7ab07ee3c9.jpg`,`spt_080Rv8SWQoXSpAA0obcadl`,`["Tiếng Gà Gáy - Beat"]`,`["spt_5xRXdu46o9iCVUKlHclrZj"]`
`Chuồn Chuồn`,`true`,,`2022-01-14`,`234`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/16cccfadd790ced9836a6568c9fe36f8/16cccfadd790ced9836a6568c9fe36f8.jpg`,`spt_0b8h0SnliFnzudr9Hl8MTS`,`["Chuồn Chuồn"]`,`["spt_5mmVIps5KMJ67teGWchWjf"]`
`Màu Hoàng Hôn`,`true`,,`2021-04-20`,`281`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/6c2f7dd957e37a52fd8e85abf33caf26/6c2f7dd957e37a52fd8e85abf33caf26.jpg`,`spt_0essEIuNWQpmVGdQ7X7Dff`,`["Màu Hoàng Hôn"]`,`["spt_39NXoiwWy5aJFeC76TzW9v"]`
`Đã Lâu Không Gặp`,`true`,,`2011-09-30`,`282`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/3173adcf708655745048afb52aabf0d8/3173adcf708655745048afb52aabf0d8.jpg`,`spt_0ET2rdeDWwYapDIrWNoQxd`,`["Đã Lâu Không Gặp"]`,`["spt_4co1OIKlUOsNNVJFSZzO9N"]`
`Có Thể - Acoustic Version`,`true`,,`2018-06-30`,`202`,`true`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/img/aud/r000/5a8f52022d21ccc1a16aeb2e769ef59f/5a8f52022d21ccc1a16aeb2e769ef59f.jpg`,`spt_0G4bel5CUXrIsIWp3t0r3Q`,`["Có Thể - Acoustic Version"]`,`["spt_2j3AXmye1FJXoGOXr6tufj"]`
