`name`,`isverified`,`ispublic`,`description`,`biography`,`nationalityisocode`,`thumbnailurl`,`backgroundurl`,`refcode`,`tagsjson`
`Hung Mc`,`true`,`true`,,,,,,`spt_3gCtThZ71xO8YeD6iBNa2a`,`["Hung Mc"]`
`Kim Tử Long`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733f815c05639b110ad72b4b0e`,,`spt_1hOTk0ce1aMuDrOC9WV082`,`["Kim Tử Long"]`
`Trọng Phúc`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27368fc455691421a9322258817`,,`spt_3OlsfMGD3JjDUnzS5iHx37`,`["Trọng Phúc"]`
`Phượng Liên`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ea4c35c397138b680a9d6617`,,`spt_2phBsrFI7sSDD9mCbiFZXq`,`["Phượng Liên"]`
`Thanh Kim Huệ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c4bb69c8c438831d16eb8f19`,,`spt_1YY7fsrPjqj5ewITP5QIhe`,`["Thanh Kim Huệ"]`
`Tam Ca Con Gái`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d590060c09eb08d149e55c78`,,`spt_1FyEtEsekRHWvEILxVuseU`,`["Tam Ca Con Gái"]`
`Nhóm Tigon`,`true`,`true`,,,,,,`spt_3PIBZIYEeHmAKRKt8tRSv4`,`["Nhóm Tigon"]`
`Minh Thuận`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273669f7b12fdc2c9865c64eb05`,,`spt_40N72MrdhXm9Dk0xLWeZN1`,`["Minh Thuận"]`
`Quang Minh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27346f136ba3f57a631f75a17d5`,,`spt_0Pzni4tjqnODtxnntihQQM`,`["Quang Minh"]`
`Mỹ Hạnh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c6f612490fd459a93bbc5e57`,,`spt_6hSE4Ohnh6nNRt4fPuVCTz`,`["Mỹ Hạnh"]`
`Tứ Ca Sao Mai`,`true`,`true`,,,,,,`spt_1b6xveT0a0vrzautjdmgl7`,`["Tứ Ca Sao Mai"]`
`NSND Lê Dung`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ed5a4ef4c5ed4ae02b8fcf03`,,`spt_4y2T5VuUFIiXbDKICVzLG7`,`["NSND Lê Dung"]`
`Tố Uyên`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb6eb1abe8308b41ec5396d221`,,`spt_18olmZBXmzQpL0HtCOvTVV`,`["Tố Uyên"]`
`NSƯT Dương Liễu`,`true`,`true`,,,,,,`spt_2waDaBO2mbQgmymXtAexb6`,`["NSƯT Dương Liễu"]`
`Tuyết Tuyết`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731b6e527c2605623265dccb78`,,`spt_5UYEuPjveyslHDEdZYWTTP`,`["Tuyết Tuyết"]`
`Thanh Thanh Hiền`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273425b89958a97956dd7f49783`,,`spt_1DXLfzWuk7dArDidTqLVtt`,`["Thanh Thanh Hiền"]`
`Ánh Tuyết`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273494dbbba3a7648433ef2875c`,,`spt_1kmhF20mIP9JeVer1HpkXz`,`["Ánh Tuyết"]`
`Lam Trường`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27399d8cb338f79051874c365d5`,,`spt_6TMVC2tbQvRyXWt50Smdeb`,`["Lam Trường"]`
`Ngọc Tân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bd1b79960cde51a387e6272a`,,`spt_18BUhLLBiNh3EKoS0owcer`,`["Ngọc Tân"]`
`Chị Đẹp Đạp Gió Rẽ Sóng`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebdbe18c2857efc1b8a2611b22`,,`spt_4DNLpoezq6CHCbbp0JmmHa`,`["Chị Đẹp Đạp Gió Rẽ Sóng"]`
`Ness Remix`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f0d6abe292eefd55a53a9ef5`,,`spt_1zJGjd6vzdepq619tdiHrc`,`["Ness Remix"]`
`Minh Vương`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27383798acec5a1a4cdcc34acc7`,,`spt_73PliWo0iWnBrW01yKiMUn`,`["Minh Vương"]`
`Hà Okio`,`true`,`true`,,,,,,`spt_1fI18k5kdqWqfwSvoaYZl0`,`["Hà Okio"]`
`DJ BNUTS`,`true`,`true`,,,,,,`spt_10aX8cYsL9QNwDeUHFyhAe`,`["DJ BNUTS"]`
`Mai Tiến Dũng`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebbcb47365e764bc804e2ed64f`,,`spt_4WBjLLe7H2Rqha7SSA0rLY`,`["Mai Tiến Dũng"]`
`Lân Nhã`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc60237cb8d6461e7c98dff20`,,`spt_5CGYEvANR5mmYEuQwTYC93`,`["Lân Nhã"]`
`Thùy Dung`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ede57adae4b77621b5236fae`,,`spt_1ShiKHyIa0nCmWEi76I79n`,`["Thùy Dung"]`
`Cẩm Vân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739012df1a67906eef8a113bd6`,,`spt_4sB7Byv9cAeaPbR05YSQFR`,`["Cẩm Vân"]`
`Trung Anh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27390cce221c2ca4d4ddc258095`,,`spt_0IBtzDumMQRyIlktxmo0fg`,`["Trung Anh"]`
`Cao Minh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27303f28a4588ef98b082126816`,,`spt_3Hw45v7VbVN1b8jZE0kOvY`,`["Cao Minh"]`
`Cao Minh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27301f4ea5ec48f058d52812528`,,`spt_327vkWSxexcU3o6zs589C7`,`["Cao Minh"]`
`Thu Hiền`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a963ada18ffebbb194bab375`,,`spt_2kDGYxFc0QpfohL3mG93mT`,`["Thu Hiền"]`
`Thu Trang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738819d72ffeb3eba6db133de6`,,`spt_7zkbnEBA5R8O6kz6VgESHU`,`["Thu Trang"]`
`Quang Lý`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27380624b8c80f83349ba713159`,,`spt_6naUKwlfheSHO58rLBFHZc`,`["Quang Lý"]`
`Hồng Vân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a5f639853fc51ce651d5dbbd`,,`spt_2RMDINsr2Y7JteOCuTIa8A`,`["Hồng Vân"]`
`Nhất Sinh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734854a8c980bb1545dee5ddd4`,,`spt_1Ptgv63XoeWZrfJQCVfB6m`,`["Nhất Sinh"]`
`Lilly Nguyễn`,`true`,`true`,,,,,,`spt_699wEXQZq88vzGSgz24fBV`,`["Lilly Nguyễn"]`
`Thanh Long Bass`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27321c0ccc0014939adb18d57c5`,,`spt_3G1YSHFlE2ZU6aoKGcZ7Qb`,`["Thanh Long Bass"]`
`Thái Ngọc Bích`,`true`,`true`,,,,,,`spt_2yDK2B2L4y1Dp0uPeDkjrK`,`["Thái Ngọc Bích"]`
`Thanh Hà`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f8d2ee74b3e23a9b85a9b75f`,,`spt_4vs2AkDv5UQwDYmwr9CkT6`,`["Thanh Hà"]`
`Ngọc Giàu`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732a0a7e4155a27a9d47921091`,,`spt_3G5To1AOkPARtsN9fmlSWc`,`["Ngọc Giàu"]`
`Van Khanh`,`true`,`true`,,,,,,`spt_3QmO64FlDLjpWbuBSGTRYA`,`["Van Khanh"]`
`Gala Nhạc Việt`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb05735825eab7bb163ed5751f`,,`spt_11P9YnpUOfSnRohkq3NMpH`,`["Gala Nhạc Việt"]`
`Tuấn Thăng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bb14c57e97cfd5046f6deefa`,,`spt_2SoAcpgyl8F2UYUIalH5Ty`,`["Tuấn Thăng"]`
`Nguyễn Nam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273cc976feb10e05aed250ea260`,,`spt_5m9sSqLX1KFPHabjuohlh7`,`["Nguyễn Nam"]`
`Jos`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bf0644869a170a45e2281b5a`,,`spt_6N1ZStyHH5qDbrA9ky6r8N`,`["Jos"]`
`Tô Chấn Phong`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27367bffb654dce13ba041732fd`,,`spt_3TaYWl30Nij1RBd6Rg2GZP`,`["Tô Chấn Phong"]`
`Minh Tuyết`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273430cce9374111111004e6888`,,`spt_2wjsoWglhKBQVfjUGdth1y`,`["Minh Tuyết"]`
`Cẩm Ly`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc94624e6b201378173955cb0`,,`spt_5sXudh7NFkU6fjQL6BQOj0`,`["Cẩm Ly"]`
`Châu Khanh`,`true`,`true`,,,,,,`spt_6q5yKjv1acwv1uZhjVvxxj`,`["Châu Khanh"]`
`Cảnh Hàn`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273099920e9ee04c2e0b9903cc2`,,`spt_6Ru0V82y6HprNiHoIc0tPb`,`["Cảnh Hàn"]`
`Anh Khang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733b6b6df42ba20a057ee53a61`,,`spt_5kZm4Xqiu4GIhbm912n4fW`,`["Anh Khang"]`
`Star Online`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb432705f8bd71449a944ba741`,,`spt_1lMI4zXuNgD2J4GWFkSv5Z`,`["Star Online"]`
`Trung Nguyên`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27340cc55419e5505e8314da570`,,`spt_6D3vXGvDKvxVtTzE0dHnk9`,`["Trung Nguyên"]`
`Quang Lê`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a24cca3f14fb0682e2d3e8c8`,,`spt_2PQLOJKDN5j1q0q3xltIk8`,`["Quang Lê"]`
`DJ Mike Hào`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273067e6ef0979b15f8a10724ab`,,`spt_5jhwbgH3uNyR2SYCEtLno2`,`["DJ Mike Hào"]`
`Mạnh Đồng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27327e8d6daabf8ee26438505ef`,,`spt_6j99LxXXXNqNqU6ymq4r0U`,`["Mạnh Đồng"]`
`Mai Hương`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e56bed35d2bb9a6dad6fc288`,,`spt_20D0rskLHvakkfhZcgbulX`,`["Mai Hương"]`
`Ý Linh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d048f4a6cdb2e61de219e7a5`,,`spt_0JqKw36M2SUEhaAugqYpwo`,`["Ý Linh"]`
`Triều Quân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d43746e9c0f7309c852ae1c8`,,`spt_7A83poX39d7h57hTv2kQRD`,`["Triều Quân"]`
`Sa Huỳnh Lê Mai`,`true`,`true`,,,,,,`spt_7HG1i3W4UmmF0d2uRpzVRj`,`["Sa Huỳnh Lê Mai"]`
`Đức Nhâm`,`true`,`true`,,,,,,`spt_2IeV4T0uHObDEkQLJuBHKE`,`["Đức Nhâm"]`
`Đỗ Yến`,`true`,`true`,,,,,,`spt_5TFhsSWl76DsJ2URcBNVz9`,`["Đỗ Yến"]`
`NS Records`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27301fa6751fadec6f09a3f2999`,,`spt_08t3DL8nEBVlYaBBMCzInX`,`["NS Records"]`
`Khánh Hà`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739f62ab103b71b2fb7fa30cff`,,`spt_2MgeW2T979JpySoUptfZju`,`["Khánh Hà"]`
`Nguyen Ngoc Anh`,`true`,`true`,,,,,,`spt_6pzQOJjc0FY6pGRoypq3fO`,`["Nguyen Ngoc Anh"]`
`Tùng Dương`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebd2172f06a8906607ed4b503a`,,`spt_4rBvN6UImNzcY5abMKdAuw`,`["Tùng Dương"]`
`MGT`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c085555db4c81c16ebb0bb4a`,,`spt_7qrkXzFrfGpf0B3HqxvqXv`,`["MGT"]`
`Hoàng Quyên`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb0e11b7d9e82bf84ae46e45d5`,,`spt_13t5p3QkFAAkqIGRh8m2tu`,`["Hoàng Quyên"]`
`Dinh Hien Anh`,`true`,`true`,,,,,,`spt_62x8aaKx5iJPL1ME8xtz3h`,`["Dinh Hien Anh"]`
`Tuấn Cảnh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27382a5e9aab0fcd84cb872f606`,,`spt_4KAZgPVU5hi9rPj7w9jxhS`,`["Tuấn Cảnh"]`
`Jubin`,`true`,`true`,,,,,,`spt_1vnUTlq1raTbRxzgWS82zH`,`["Jubin"]`
`Tik Tik Tak`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2736ed88e932a05a12f0d12f83d`,,`spt_4lBwi5gV5jD6KrIghYAxXX`,`["Tik Tik Tak"]`
`Vân Trường`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27382c24e09998ff94133192e02`,,`spt_5fpXnyKH9lOD4Zti44dlYb`,`["Vân Trường"]`
`Thùy Dương`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b9ae4d94705382315503a9f2`,,`spt_5tuJqEGIn7SxvNJrQCpQjo`,`["Thùy Dương"]`
`Y Moan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732b7d4546938a9ee2b1894f6e`,,`spt_0SqCZ9L1ymxMKztXU8jOMc`,`["Y Moan"]`
`Đông Đào`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d607ee465580547e4aaf60ee`,,`spt_1BOGWxAhrDOqS7utkhJQSU`,`["Đông Đào"]`
`Thanh Sử`,`true`,`true`,,,,,,`spt_5AunkT2e2tXq6Q3Wq5Igcg`,`["Thanh Sử"]`
`Chế Phong`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739d2e7fc85754bdc088ffc6b8`,,`spt_67Zp4c0sPR4ShrDpTfoRlm`,`["Chế Phong"]`
`Hoàng Nhung`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f0f418a9902d8751e05c7c6a`,,`spt_4ZdfxBMZeueha2yp9WduGV`,`["Hoàng Nhung"]`
`Trần Thu Hà`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739774cd2fd8a9e49e1f6e81dc`,,`spt_1vxNqC2IT0LyG9eDG7js7K`,`["Trần Thu Hà"]`
`Bình Gold`,`true`,`true`,,,,,,`spt_3PpQXxtdSpxX1P9FKlaivg`,`["Bình Gold"]`
`Magazine`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730ab5f0620aec0ab8d85db4a1`,,`spt_4rE3q5CrSJBYploWHtAP7Z`,`["Magazine"]`
`Generali`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bc7088c2c4f5867fc059f37f`,,`spt_66aFZ6W5gy5a7qL3pyGUgY`,`["Generali"]`
`LAMOON`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273739caf514fbff10bf19f86b2`,,`spt_5kT9ftAJylK1roRMcdcsw2`,`["LAMOON"]`
`Vu Bui Thu Thuy`,`true`,`true`,,,,,,`spt_3whwyWLciGwhpyaOCDh82a`,`["Vu Bui Thu Thuy"]`
`Mel G`,`true`,`true`,,,,,,`spt_31p6fNUgDIwiYGaG2UNhgo`,`["Mel G"]`
`Rabbit Run`,`true`,`true`,,,,,,`spt_23PRaG11QvFkqWv48dkE52`,`["Rabbit Run"]`
`TiQ`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb150ec64c31fb94394c6da5e1`,,`spt_6VzAA18J4dm57UlKJFt3fI`,`["TiQ"]`
`JBowdy`,`true`,`true`,,,,,,`spt_6dHfjWmt5PJkG60q22TGO9`,`["JBowdy"]`
`Vie Vie`,`true`,`true`,,,,,,`spt_0w5IvwHFG2UygpXC4gtUaq`,`["Vie Vie"]`
`Lê Ngọc Châu Anh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb685f83920c5e8ebe5cb7b085`,,`spt_275KG0jezF4cng8bZmuk8q`,`["Lê Ngọc Châu Anh"]`
`Phu Nho`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732b0622e1ad6ccd7f87342f26`,,`spt_2On1AttsXmKgNtvtHr6Ey4`,`["Phu Nho"]`
`Lazii`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eba97a534d11492558286339bd`,,`spt_2mrZ4gGfWba9oB1mfm9j90`,`["Lazii"]`
`Vy`,`true`,`true`,,,,,,`spt_04v3wwEOw6k036cSTk4qsQ`,`["Vy"]`
`Đức Huy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d5c0a465b8ae8e41c0493db5`,,`spt_13kxseoRxgiQJKMp2UivKi`,`["Đức Huy"]`
`Pay`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb3131d4a883b87d38a055213f`,,`spt_0LzKYyu8mwHXfMih4lnMXY`,`["Pay"]`
`Aazuki`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bdfa144176aad632bbb9d673`,,`spt_2R08fEsTQrM03ijst7EtM8`,`["Aazuki"]`
`Darrys`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb372effe4447a3cc78ac5d357`,,`spt_1RKeO4zieZ9HeB1st0beiG`,`["Darrys"]`
`LIME`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27382e78cd9f768631ba6abfe8c`,,`spt_6kduGaK3AJ5GASxqOOv4zL`,`["LIME"]`
`Hòa Hiệp`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273beda5b50831cf78f62332c61`,,`spt_0RUXDJn5zktEK80it4Mkb4`,`["Hòa Hiệp"]`
`Ốc Thanh Vân`,`true`,`true`,,,,,,`spt_6Tqgtb9ajiXwnxlTPVBOeY`,`["Ốc Thanh Vân"]`
`Thu Hang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733c62e7390fd9d23d81e80fb7`,,`spt_5AoacML91qScgDXGXn2TR7`,`["Thu Hang"]`
`Thái Cơ`,`true`,`true`,,,,,,`spt_2X1zlsM7kajCjuiM131JEt`,`["Thái Cơ"]`
`Trung Quang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27301b5da017c96974567c59496`,,`spt_5xesOAfG8rtGPBkxAzzc7W`,`["Trung Quang"]`
`Team The Voice Kids`,`true`,`true`,,,,,,`spt_2eEvPvNCorjutvPDj00GrR`,`["Team The Voice Kids"]`
`Đan Trường`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb24a75319586262b8fb2b3a23`,,`spt_5XcfMxmHUiyxc1Q283Nmxj`,`["Đan Trường"]`
`Van Trang`,`true`,`true`,,,,,,`spt_4PCb4Cp22oBqEh72Q4htqq`,`["Van Trang"]`
`Kim Cương`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27384f3519c484c2944986824b9`,,`spt_3DvL8496FFMtyDCjdICHBS`,`["Kim Cương"]`
`Đàm Phương Linh`,`true`,`true`,,,,,,`spt_1NzD39CCYgjfY3T09XEbxo`,`["Đàm Phương Linh"]`
`Hồ Bích Trâm`,`true`,`true`,,,,,,`spt_265pxF8oRfGr406nRXff5d`,`["Hồ Bích Trâm"]`
`Tùng Anh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273912e1ef4ca7827c28ac60da1`,,`spt_1ZDxU3VsKDd2sUx2gr8kCj`,`["Tùng Anh"]`
`Yoon Trần`,`true`,`true`,,,,,,`spt_5vJRblLcA5FoHJPGZV1RZx`,`["Yoon Trần"]`
`Yến Trang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bb7108b71ad99ec938fe7fd8`,,`spt_2dElSToXyWiHdRWacvmejH`,`["Yến Trang"]`
`Johnboy Deal`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e40b11733f6f0c69a1b11a27`,,`spt_2UwdXjAqQoDyApDwzUf6TK`,`["Johnboy Deal"]`
`Luh Gee`,`true`,`true`,,,,,,`spt_4roILWWJFTIBiPcuh020LZ`,`["Luh Gee"]`
`Young Polo G`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb4ec90ab82dd29716406f648e`,,`spt_6tbun0xuUFiNiN6WRxeGP6`,`["Young Polo G"]`
`Ty Kalil`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb959cf313753256d4fb72ffdf`,,`spt_5pZa4RwX8wW4nMYgQV4U69`,`["Ty Kalil"]`
`Ianna`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb2772329b696d0c194bc7db5e`,,`spt_3Eeo37IxGCOLYBF0e6q7Ci`,`["Ianna"]`
`Dheya`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273908077677fecda4b5bc2801a`,,`spt_37a0Bj2tKJ1sAu9mlgZArH`,`["Dheya"]`
`Dren`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb5c72b3f4bf73758ed8f50d9b`,,`spt_1MESXj5EoUDjUCkrNbNpKs`,`["Dren"]`
`Bunaya`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739c2360d1361ce4756649e8da`,,`spt_4kDJt5Jrt7ZIq7MxUHeRTL`,`["Bunaya"]`
`Waddy`,`true`,`true`,,,,,,`spt_1FylpfRJx0LZu6PZqA7tTh`,`["Waddy"]`
`Cetana`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273008f9ab4b8ad27d9945873d3`,,`spt_039It9FWbMLLm8z2pAscm1`,`["Cetana"]`
`AreEeEyeDee`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb6f744cbb423ef4a1b55165bd`,,`spt_0tJL3f1xM5qqoLLcEjjDD8`,`["AreEeEyeDee"]`
`D $Munyo`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732876192be19a4e2b271f96b3`,,`spt_0KEovrY5DvZMIcj5x4R1bV`,`["D $Munyo"]`
`BlackLowKing`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27367b972a2b4ea7c4d45aa4050`,,`spt_7ydbP5t72tHI9kAFtYTqBn`,`["BlackLowKing"]`
`C-NOTE`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273211d9351dc22625d6da927dd`,,`spt_5z3yRrii0H9BYoLqDPXbmK`,`["C-NOTE"]`
`Lugati`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb3014becf8548c5e0b050d27b`,,`spt_6EletulzzKnRYpTjdbnNbc`,`["Lugati"]`
`Rrug-Aq`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebb3f10f698194ef2e1a9f2438`,,`spt_1lqlFLJtN3K138wZHHJ5dB`,`["Rrug-Aq"]`
`Wf Coolfaze`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273fd45c2b769fd4e02621e3577`,,`spt_4U5NNEgx0ppzZQTRYxpMYM`,`["Wf Coolfaze"]`
`Kool Taj The Gr8`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe63107f00c0a37ae3f871c95`,,`spt_11o5iDW91S5yOG8TkIfe65`,`["Kool Taj The Gr8"]`
`Dj Mike P`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273780f734b46e7c4f610c19e11`,,`spt_16iiOgECd8WkGFLAZUYOgY`,`["Dj Mike P"]`
`Luộc`,`true`,`true`,,,,,,`spt_7pHrrQiYXW29REN67hsxt8`,`["Luộc"]`
`ViruSs`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b75391cd0bcd1ff1b4963079`,,`spt_5NwH9QhyGfMDV6agHtBeqI`,`["ViruSs"]`
`Dope Boy Roy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273088d4a624433227164498670`,,`spt_74vNnSAqlAjLMleih6ySQT`,`["Dope Boy Roy"]`
`Bossa Bros`,`true`,`true`,,,,,,`spt_4Jqb8sNDWd9KPbkqwf6jRJ`,`["Bossa Bros"]`
`Roobxcube`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2737d1f8008f6c80f1f58587e4c`,,`spt_1JzBtEwxQ4FMyHUmJo4IiX`,`["Roobxcube"]`
`Adiyon Dashalon`,`true`,`true`,,,,,,`spt_3LMvWWMlWwXXFskW4iRZ9p`,`["Adiyon Dashalon"]`
`Maal Most`,`true`,`true`,,,,,,`spt_6DoxsjRq77sgya99PqiDGF`,`["Maal Most"]`
`JB The War Villain`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb835168f0a2ab5606118d2842`,,`spt_59mUm9NJPmGJqL0clq2hEH`,`["JB The War Villain"]`
`Noble Salvaje`,`true`,`true`,,,,,,`spt_2tC9PyjNaHEjTCZZa9UJ7Z`,`["Noble Salvaje"]`
`Gee Money Bagz`,`true`,`true`,,,,,,`spt_5a0Jxr3ci7elbcfylXWtSx`,`["Gee Money Bagz"]`
`Đan Ni`,`true`,`true`,,,,,,`spt_5VeyCA3STfUjPXR5sPX6ft`,`["Đan Ni"]`
`DJ Kanzer`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb3dd02123d8a25a71a87e802e`,,`spt_5crIAxCUXff1hB5jsmUVCK`,`["DJ Kanzer"]`
`Xclusef Yusef`,`true`,`true`,,,,,,`spt_3SpKgQCIbBdqEUZYMEoMmY`,`["Xclusef Yusef"]`
`FIIZIIKS UDOPLATOV`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b7455401bfc427498648e5b3`,,`spt_0pStgua8Qx29cLPO4zLoi9`,`["FIIZIIKS UDOPLATOV"]`
`KUZEN UDOPLATOV`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730edf50abe7415d021e6597f4`,,`spt_2j33SHxqxJJyr9upNFcK33`,`["KUZEN UDOPLATOV"]`
`CA$TAN`,`true`,`true`,,,,,,`spt_0ZUSkyP8QeJRCovD4iP5Ky`,`["CA$TAN"]`
`Cường Lê`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738ab73779f5365c46e4365976`,,`spt_4CAMZT1Zry5a9wdRKxRKBg`,`["Cường Lê"]`
`Ngọt`,`true`,`true`,,,,,,`spt_6p3fQJ4VuN0gfh6YGELGZT`,`["Ngọt"]`
`Hà Linh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27312919cc80d0cef0af6811636`,,`spt_4IhSSd6Jm0S26OVdhQrAAp`,`["Hà Linh"]`
