`name`,`isverified`,`ispublic`,`description`,`biography`,`nationalityisocode`,`thumbnailurl`,`backgroundurl`,`refcode`,`tagsjson`
`Long Hải`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb2ffded1ab32c929ef348a888`,,`spt_4OBQImC7fVexYittJ70aJQ`,`["Long Hải"]`
`Kim Thoa`,`true`,`true`,,,,,,`spt_4dRsuKFFFkBQbsZxXW6x0v`,`["Kim Thoa"]`
`Quan Vịnh Hà`,`true`,`true`,,,,,,`spt_0DHS8lmd9lhJ7GUq4AkPkZ`,`["Quan Vịnh Hà"]`
`Tuyết Vân Hà`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2736b18133303056b672e2f3c62`,,`spt_1QiaMmg0riQqnrN37dLWSm`,`["Tuyết Vân Hà"]`
`Diệp Hoài Ngọc`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273173f273398a68128b25d5bc3`,,`spt_5hgRKy04ib8UZnO807OkKY`,`["Diệp Hoài Ngọc"]`
`Tịnh Hải`,`true`,`true`,,,,,,`spt_0MWW7aFdEZZWCR0hy8RpUo`,`["Tịnh Hải"]`
`TTV`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f9341000c8c9e81d2ec8f8cb`,,`spt_7o2zc16GSLPIzAOnGKrahT`,`["TTV"]`
`Helen Tran`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27363b64c861c6cb48527922cc9`,,`spt_5PUKFohh3g0ysTGHrywcQB`,`["Helen Tran"]`
`DJ Version`,`true`,`true`,,,,,,`spt_7sKF8Piounj5zrXM6VXT0N`,`["DJ Version"]`
`Helen`,`true`,`true`,,,,,,`spt_69FTFetPTzzpFKdulKXZRc`,`["Helen"]`
`Tuyết Loan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273495077d57cd4deffd1f483f8`,,`spt_54Cv3R5zQCFpxKAsXqy88d`,`["Tuyết Loan"]`
`Tùng Sax`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739b03a05743e3e4bfd5903f5d`,,`spt_5OXWM8d9qH5IQspyEJ35at`,`["Tùng Sax"]`
`Sỹ Tuệ`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb57286144701ec43413682d09`,,`spt_3ZhtDtZd7N4B3NlCPUQVpR`,`["Sỹ Tuệ"]`
`Okio`,`true`,`true`,,,,,,`spt_1XsGRUr7LLUoRF9DPXifob`,`["Okio"]`
`Trần Tâm`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273cbf08e2362527ff8dc22b413`,,`spt_427gPvM25cU3pNWWKg72Nk`,`["Trần Tâm"]`
`Ngô Thanh Vân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730993185e9f8ecd2c951d7160`,,`spt_12zOrF01Ltp4Qh1aoPamos`,`["Ngô Thanh Vân"]`
`Ngo Thanh Van`,`true`,`true`,,,,,,`spt_4jEYEdPHhifwXyieNY7Tg2`,`["Ngo Thanh Van"]`
`Viet Thanh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f3852bdb43ef2559623cd3d8`,,`spt_6h04t1IWVHg96w6ZCVV1SW`,`["Viet Thanh"]`
`Bé Bảo An`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739dd6876131ed89a6503e6dac`,,`spt_04NHbQtdYzN8z55gBFld6a`,`["Bé Bảo An"]`
`Kan Hee`,`true`,`true`,,,,,,`spt_0airV7PqKxNJi1h0AMWEJj`,`["Kan Hee"]`
`Nabila fixy`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe73d49cbc80bc2060ef77714`,,`spt_2KN5yjtgWrwUNAzHCxdZbe`,`["Nabila fixy"]`
`Anh Bang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273fa9144f81a21ee83b5d186e9`,,`spt_5dk1ufuPMsjnVYPOpPpJKT`,`["Anh Bang"]`
`Phung Thanh`,`true`,`true`,,,,,,`spt_6mvWg4ENLxLCv03zB2kMLh`,`["Phung Thanh"]`
`Tú Quyên`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273cc600c40e06e9d6761c48dd3`,,`spt_2gScaMRuLR5xEN8x3h0Pq3`,`["Tú Quyên"]`
`Phương Thùy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273937934aed0d2e3ecdb882649`,,`spt_4apZlWGGA1dF1xiOGCbFKJ`,`["Phương Thùy"]`
`SOBE`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe1ce646e517ce6969fa3f3a0`,,`spt_5T4IWkR0vFyMKGJQaZGHnI`,`["SOBE"]`
`Đoàn Minh Vũ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27370d212de8eedfc054e1ad05b`,,`spt_77VlWOeQSeqUgCWIWpVci2`,`["Đoàn Minh Vũ"]`
`2B`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730c63287e761582b171153d20`,,`spt_7B6CZC5KPxMr6raCoSjoqv`,`["2B"]`
`Vuong Khang`,`true`,`true`,,,,,,`spt_1B3SNDqx1ZRtfMFtQtokLk`,`["Vuong Khang"]`
`Thoại Mỹ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739085e378112d306ae8bc544c`,,`spt_6aZes7BZyrf2ncwAmdqm7N`,`["Thoại Mỹ"]`
`Reker`,`true`,`true`,,,,,,`spt_0JPGcbX7ptn0eyH7hEzvvO`,`["Reker"]`
`Trần Ngọc Khanh`,`true`,`true`,,,,,,`spt_0vCqhbhWtTrXfMvASGjYg8`,`["Trần Ngọc Khanh"]`
`Mai Fin`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb4971bdac973262a70c463f7f`,,`spt_2bzIk7Mmd9iYM1MzJbDqUm`,`["Mai Fin"]`
`Diễm Hương`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738975465641fb3f73ce6f1af9`,,`spt_77FBz1iopK9LlJg6kQMu7j`,`["Diễm Hương"]`
`Ngọc Diễm`,`true`,`true`,,,,,,`spt_5tolsRKR3lGeNE6yz7UsPE`,`["Ngọc Diễm"]`
`Phượng Mai`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27317e38b8539a445d621424deb`,,`spt_2Jt8gyQdLTNWbGXBQCeFNX`,`["Phượng Mai"]`
`Baggio`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27314053b8bf49852b434620d6b`,,`spt_3RrXTa9sG9HGDDTeabLbvz`,`["Baggio"]`
`Harry Lu`,`true`,`true`,,,,,,`spt_1fKrwk42FDXCxtVngPT7N1`,`["Harry Lu"]`
`Diễm My 9x`,`true`,`true`,,,,,,`spt_40DEJHpx3ETNjIJUcHywhP`,`["Diễm My 9x"]`
`Vyoanh`,`true`,`true`,,,,,,`spt_1lx3rfIbVwYEfaDX7mWnol`,`["Vyoanh"]`
`Thành & phố buồn`,`true`,`true`,,,,,,`spt_0sS5442wYntS0FqlgWdctw`,`["Thành & phố buồn"]`
`Dương Đình Trí Thanh`,`true`,`true`,,,,,,`spt_0QIOdp2fXGsfg8FaKEcdY2`,`["Dương Đình Trí Thanh"]`
`Như Quỳnh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb0fe6f7cf33f1547f41b61874`,,`spt_5TIZ9p5TSviYl96ladXXFw`,`["Như Quỳnh"]`
`Ngân Khánh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bc8c006871dbc14c1ba64054`,,`spt_6Q9fqOgwhFNVMHOwcfQl22`,`["Ngân Khánh"]`
`Nhóm Hài Minh Béo`,`true`,`true`,,,,,,`spt_1NqNlk7fNR8ZwsvQtXY9MA`,`["Nhóm Hài Minh Béo"]`
`Vương Khan`,`true`,`true`,,,,,,`spt_3czQSs40LTfs3nVf0ftc4S`,`["Vương Khan"]`
`Hoàng Thiên Long`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d449466caca02a040aa2aa64`,,`spt_6a8RvCTWIFE4xORjvdWbFF`,`["Hoàng Thiên Long"]`
`Larria`,`true`,`true`,,,,,,`spt_21ew62sNAbFDTkxuragJit`,`["Larria"]`
`Thảo My`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ecf247d7a7068d58cca86b11`,,`spt_122CA4hgSMghYEkxrVOVA5`,`["Thảo My"]`
`Hoàng Mai`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb14cb1386d20d501e65de6362`,,`spt_42NyKc5Q2Qhcod9HLa880T`,`["Hoàng Mai"]`
`Nguyễn Công Thành`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb9dffff4c1d0784fd0b9d3deb`,,`spt_21umvXCTdzhGdbEiBb6Kpa`,`["Nguyễn Công Thành"]`
`Quốc Cường`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273164efb4a0988a73b9528e20b`,,`spt_56nVNxJ6BdzIXIldYSb36P`,`["Quốc Cường"]`
`Khanh Dũng`,`true`,`true`,,,,,,`spt_2PjkpFlaEkdGadbIhBzWAl`,`["Khanh Dũng"]`
`Hà Hải`,`true`,`true`,,,,,,`spt_67KnESfwuSpHsKmmL5RKzn`,`["Hà Hải"]`
`Nguyễn Đức Toàn`,`true`,`true`,,,,,,`spt_7p7VSp1birbAw4eAXVD3r2`,`["Nguyễn Đức Toàn"]`
`Phùng Sửu`,`true`,`true`,,,,,,`spt_4TtrZEzGR9sQGIU5FT1WiC`,`["Phùng Sửu"]`
`Trần Ngọc`,`true`,`true`,,,,,,`spt_08adsyoQkwImyHArHOnq6S`,`["Trần Ngọc"]`
`Minh Trang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273429d0802cdf135ec9cd48e02`,,`spt_6WasoKpQ0fKRA4cTF8qj4n`,`["Minh Trang"]`
`Mộng Lân`,`true`,`true`,,,,,,`spt_1vOvkWdNgikxeDe9fmFRpe`,`["Mộng Lân"]`
`Hoàng Lan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27309ff62c734c0f0e3b3e2fa24`,,`spt_2vYLMMFLgntYHCxmLtPzHl`,`["Hoàng Lan"]`
`Viết Chung`,`true`,`true`,,,,,,`spt_64a7Mq7lPJnm6fGfxnUwgK`,`["Viết Chung"]`
`ALE LEAL`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb0292691d4b4174fc0298b4c5`,,`spt_4dwaX3XNuFnX59DiPJTahS`,`["ALE LEAL"]`
`Algoritmos MX`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe73aa6597220c67039247c04`,,`spt_75mm8Nn9D5UTEf0O9gwlqe`,`["Algoritmos MX"]`
`Young Draco`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb1954b39642ad15f627413ede`,,`spt_601J3nke3wUjbOx0hWY9uA`,`["Young Draco"]`
`Duy Mạnh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb10ff43edf564cdee82eabb80`,,`spt_0MDeZ8vIkpFX3QkvY0el6B`,`["Duy Mạnh"]`
`nae & de'lay`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb298bd8c02b8eb5dc850d21fa`,,`spt_1bweJ8ReP08akfsoW8jiP9`,`["nae & de'lay"]`
`BEGINS`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735660e4506573aec3bf2db878`,,`spt_3s4naWJMdSQmVTgb0ejRfH`,`["BEGINS"]`
`KADO.`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc09a620e770644524eb1fed7`,,`spt_3yJJKoIlf2LfUPdyv2YzQa`,`["KADO."]`
`Chí Tâm`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273d01bbddb50553661413a1790`,,`spt_57o88gYRJnvgsHOOCgdqVH`,`["Chí Tâm"]`
`Hoang Rapper`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebcdebcd11f112453032ea90ac`,,`spt_3jbVXHysvUUEctMAS47Q1R`,`["Hoang Rapper"]`
`Che Dinh Cuong`,`true`,`true`,,,,,,`spt_07BK7hszkkqVVKXbshZ3hN`,`["Che Dinh Cuong"]`
`Duong Hieu Nghia`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27378e4ba32031de7b852803a6d`,,`spt_3OM7sn17iZNXvGPtvybzYk`,`["Duong Hieu Nghia"]`
`Bao Linh`,`true`,`true`,,,,,,`spt_1reutWqQkEcEyeibUx840B`,`["Bao Linh"]`
`Duy Anh`,`true`,`true`,,,,,,`spt_4BuzrduZh48JlU65nuTNAl`,`["Duy Anh"]`
`Mr Bo`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734c515b635ba1dddca90ec337`,,`spt_2qjh5AAG8pmPIEpmOaqU03`,`["Mr Bo"]`
`LASONAS TEAM REMIX`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27324bf3aadabdf9895e7a81f13`,,`spt_2eGEuzAO3vHMeLjgD1qXl3`,`["LASONAS TEAM REMIX"]`
`PI 9`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27335069078919edd82d947520b`,,`spt_45Ztp3oVHu7XtVedCNfMqc`,`["PI 9"]`
`2PM REMIX`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27335069078919edd82d947520b`,,`spt_6aqxNA8T8lGGSK7tSYxa5v`,`["2PM REMIX"]`
`Hiron`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273351b259103c844b398ec4125`,,`spt_2GvszuSedCjvetkVNkv2Og`,`["Hiron"]`
`Cừu Bông`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273112a61d7e6fcffc52ed05d7d`,,`spt_7Bs3lV6vY7QYI6Ed0RkSWs`,`["Cừu Bông"]`
`Exclusive Music`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb379d8af97335673fadb4a7e3`,,`spt_5AVxfSsSDm8zKAvxRvadEQ`,`["Exclusive Music"]`
`Lê Chí Trung`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f9341000c8c9e81d2ec8f8cb`,,`spt_4AlGM5tqrgv15j74Ww6Gqo`,`["Lê Chí Trung"]`
`Jombie`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebed92e182acb6fd69d6e8447b`,,`spt_4P5sYDkznyMel8jtD0CgE4`,`["Jombie"]`
`YuniBoo`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2737a71a253cf4f5ff3081ef806`,,`spt_40fkZvp3I797kwOQKYgva0`,`["YuniBoo"]`
`MOI DJ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273427de1ea5d1a7b71e11d7408`,,`spt_2QC5I24bUgDYGTlEXxFa9c`,`["MOI DJ"]`
`Cau Lac Bo Xa Hoi Thang Long`,`true`,`true`,,,,,,`spt_1HzRXJ9x7hEcrHLlxKP1BU`,`["Cau Lac Bo Xa Hoi Thang Long"]`
`Abyxx`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe5aeaf1af5ed5ee558176252`,,`spt_2RD35qqVWr8hDzm7OreWGB`,`["Abyxx"]`
`BỤNG MỠ`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb7b02742f051952d84e9905a5`,,`spt_5i6UeU7TcmXFqpMaQxWbwE`,`["BỤNG MỠ"]`
`Thoai 004`,`true`,`true`,,,,,,`spt_0ZfrFFXkUg7oh049bdxZWD`,`["Thoai 004"]`
`DJ Mr. Feel`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739000ba579457403a47c5ae7e`,,`spt_0pAMYkwJt5QiVVeHt0sIfL`,`["DJ Mr. Feel"]`
`Song Luân`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebf20cc7a3b3c4eefc8eeb0582`,,`spt_0iqum9KAHh3LkgDhuqvTxM`,`["Song Luân"]`
`Tiểu Phượng Hoàng`,`true`,`true`,,,,,,`spt_0WThzz2osVMhMZtRlhJPzs`,`["Tiểu Phượng Hoàng"]`
`O Súng`,`true`,`true`,,,,,,`spt_4jNUfUFYLzq9AFpUG1plVg`,`["O Súng"]`
`Nàng Mây`,`true`,`true`,,,,,,`spt_2WhAtkUPLNh1vVBIGxsCVQ`,`["Nàng Mây"]`
`Oanh Tiny`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273702af532fc2631a0769441bc`,,`spt_0lFnyXUzOMJlUD2w6dsx7W`,`["Oanh Tiny"]`
`Đức Mạnh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731f8570f9f969616860be49ff`,,`spt_2Qn6ndlvEGBuW9C1UtktU4`,`["Đức Mạnh"]`
`Nhóm Sao Đêm`,`true`,`true`,,,,,,`spt_1hQNy5FmsTVMybJtPn2SNG`,`["Nhóm Sao Đêm"]`
`Mai Hậu`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730b9574ed510b133e5d27df91`,,`spt_3FuwUaU2AmXahUuzcMgj9F`,`["Mai Hậu"]`
`Karaoke`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739f2d7bfeeb143700adead2c0`,,`spt_0gpgFyhWaEIDxmQrPcRKMn`,`["Karaoke"]`
`Nhã Ca`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a652fdd61142d45635c6ce25`,,`spt_1o07OHhTKZjpy6j0FbaCJU`,`["Nhã Ca"]`
`Vân Khánh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27357d26ca32d32adfe76c4aba8`,,`spt_4mKrXOdIv4GATuKaCHspqz`,`["Vân Khánh"]`
`Pháo`,`true`,`true`,,,,,,`spt_3iE93PfiVEWK7WPeDk3wrs`,`["Pháo"]`
`Hoàng Thanh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a8b8170f97ac7145efadf8ee`,,`spt_3U2DzXeVWYtL5yjBOG6lmD`,`["Hoàng Thanh"]`
`Vũ Hà`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730be3130f10e7610f5adf8f3d`,,`spt_074yy9lsM2jPxT89oh1fV2`,`["Vũ Hà"]`
`Gii`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb19d7eae4a03ae3b36015df2b`,,`spt_4aGoaiBaKQP2n867EWgZNE`,`["Gii"]`
`Trio 666`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738a4977990af05d7ee6c8f961`,,`spt_6WFdyyDfSv6BEXYRnb0VfX`,`["Trio 666"]`
`Tấn Trung`,`true`,`true`,,,,,,`spt_4E6yeOEvPLm5nl8gIieNm0`,`["Tấn Trung"]`
`MAC Junior`,`true`,`true`,,,,,,`spt_23iLsjXPhAm7A3WQpoqz9m`,`["MAC Junior"]`
`Đoàn Phi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273efa7668c80af3fe474863ee2`,,`spt_1O3YoVoBTdoAmyvmnBn6OJ`,`["Đoàn Phi"]`
`Nhóm Mặt Trời Đêm`,`true`,`true`,,,,,,`spt_3akSgJpwBvfo94v2CkXP6H`,`["Nhóm Mặt Trời Đêm"]`
`Tốp nam nữ`,`true`,`true`,,,,,,`spt_4sETTV6jd3AnLGXM2HMeEd`,`["Tốp nam nữ"]`
`Hoàng Vinh`,`true`,`true`,,,,,,`spt_5Opyk83pGmuJl0O8vwdWI1`,`["Hoàng Vinh"]`
`Thu Giang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739a5358263abc7f2b9ee6a010`,,`spt_6cvRbbfhc0TfDhFfKX6GzQ`,`["Thu Giang"]`
`Minh Xù`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273189e3ca1a5df3ec7eefd9952`,,`spt_1UnRHwCGiQBIT3fQOI2MhB`,`["Minh Xù"]`
`PD7`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273822584e11d1c0545eae044ee`,,`spt_2GC6A45XYl2mvEPjTfFkYy`,`["PD7"]`
`Tuấn Dũng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733d7d705d4c91776e9d29d578`,,`spt_5J4gaIqQp0Y0CE8RqSVzDg`,`["Tuấn Dũng"]`
`Tonny Việt`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733cc5548494bd0a32ba50023c`,,`spt_3k618mQqtmBlhmkHoW1SwN`,`["Tonny Việt"]`
`Hiron Remix`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733cc5548494bd0a32ba50023c`,,`spt_2oqSCjisVUnyaSM6u0xoRk`,`["Hiron Remix"]`
`Lê Thanh Tâm`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273faa214370b8c8a4f7f8f2ec7`,,`spt_1CAcftmPlgW4kRxAUSUXpf`,`["Lê Thanh Tâm"]`
`Gold Mk`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732fdec8228b7b9ae88e1d0529`,,`spt_2IW2xSk70wC39VTymlEULu`,`["Gold Mk"]`
`Bach Cong Khanh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb39952b6c643997db517052e9`,,`spt_6YcWGOsleUSDSY8CQu6gPf`,`["Bach Cong Khanh"]`
`Chí Tài`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735340d2514f605b224c3bad81`,,`spt_6MjCZdKM6o5zsxkYAY0ymQ`,`["Chí Tài"]`
`Domi`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb58a059996a27e3ea7a59bfcd`,,`spt_3ilRrV8bsWwSgbwApmbtnk`,`["Domi"]`
`Delena`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a410779c964967d1021d7348`,,`spt_1vRoSEAC8qXdZbGhDZUrAe`,`["Delena"]`
`Mạnh Đình`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ff16a31c603d3046da1cf4ce`,,`spt_3EwJyciUZbuZc8gZTKKdAM`,`["Mạnh Đình"]`
`Châu Tuấn`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735af3bb9926fed59327878171`,,`spt_3ftv4oLtMTuHWRhFVDDg2T`,`["Châu Tuấn"]`
`Y Phụng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735cfcc7a39542297cd5247c67`,,`spt_3YTxbRy3EFa9Oahcd5BQnl`,`["Y Phụng"]`
`Phượng Vũ`,`true`,`true`,,,,,,`spt_4e6rPdiBlhxGeRV0IqfzlV`,`["Phượng Vũ"]`
`Chế Linh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27317e38b8539a445d621424deb`,,`spt_1tTV7NZodR1nsNtMdAz5Qi`,`["Chế Linh"]`
`Lâm Nhật Tiến`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273de48cfd588ca786524bccf25`,,`spt_02rLqQfWp5cmZYBShP1Fu5`,`["Lâm Nhật Tiến"]`
`Lâm Thúy Vân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734f621b3803d4ea44a790d6e2`,,`spt_4VL1sTExExYI5pKxFhuxxD`,`["Lâm Thúy Vân"]`
`Ngọc Minh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734cdfd9adb67a73dd0a3952a9`,,`spt_1ntCsguH9wLbZZmYchWtls`,`["Ngọc Minh"]`
`Doanh Doanh`,`true`,`true`,,,,,,`spt_3Id39WQtKUBDXJwH242tgD`,`["Doanh Doanh"]`
`Thanh Lan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732e07db2bdddd1807f8f25aa6`,,`spt_6RYfTf1zDRu9rnOzo8QRJD`,`["Thanh Lan"]`
`Thanh Toàn`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734e80a622856257885ab0ea24`,,`spt_2xXaWBmSoBWGebEL6cR3DR`,`["Thanh Toàn"]`
`Thanh Tuyền`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273625effc95c3ac8f5ab70e394`,,`spt_6nZLN4BFDgyIVX2xAUruED`,`["Thanh Tuyền"]`
`Philip Huy`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2736e2133d979a154a6b2edc74d`,,`spt_3YTT7P7kI5LqgX1EGjps1A`,`["Philip Huy"]`
`Ngọc Huyền`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273429f445e15a60e381b9bf120`,,`spt_7FFvhutDgvnJRBRSr8VEg9`,`["Ngọc Huyền"]`
`Nhật Trường`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27319bf0689ba99456c46a9b142`,,`spt_4jWP1rOO1J3sXq7dQAaEkA`,`["Nhật Trường"]`
`Phương Hồng Quế`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735dd42033bcfa61ffa43e583d`,,`spt_2d1ZChw4TkNWrJx6iPleap`,`["Phương Hồng Quế"]`
`Mỹ Huyền`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738443b4336ac527b20f03bb23`,,`spt_49XaufENFxa27swhjCgZdB`,`["Mỹ Huyền"]`
`ViAM`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebf95a13cf08d408a6d664ccec`,,`spt_6uD33IUwz8hLdIjz6Afcrm`,`["ViAM"]`
`Sino`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebbff351cbfc053f55df08b957`,,`spt_4GxnBu03QfkLI9By82WNmh`,`["Sino"]`
`Kai`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb5894d3df1117972d488750f4`,,`spt_5ATpNDwaT4vPXxsRhJpCXg`,`["Kai"]`
`Flower Lofi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27306f06eb26bb91eb25f66064a`,,`spt_5rTLWskJDEgjGjhPWmAOJH`,`["Flower Lofi"]`
`9C Media`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27394532daf935714bc462a648d`,,`spt_6PggCVp2ppTnYmsNRYPTN8`,`["9C Media"]`
`Bộ Y Tế`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a7d8bca3e815cadaba0b6f3c`,,`spt_0kbkKZO9cAM1SfdKPA6xGY`,`["Bộ Y Tế"]`
`Kun`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273fc32e4c3263e5c717466ae41`,,`spt_0Wk1HnqgITK5L6UIR6h3pM`,`["Kun"]`
`APJ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e9a739101df2fc0b086a26da`,,`spt_2vxQEhXHnAl6c960nAHVfg`,`["APJ"]`
`Quang Đông`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c6c24e73e3a39b44ac75a962`,,`spt_14UQ3bCr2KDVIyJrke6R0N`,`["Quang Đông"]`
`RYO`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebdd80feffdf8c9d310ed915f4`,,`spt_4Dgyc5PJLTM2GyfZGT2uzF`,`["RYO"]`
`MaL.`,`true`,`true`,,,,,,`spt_6n0P5VPfsk3qLSVja7xzb5`,`["MaL."]`
`Vxllish`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe46756175b1c360ed1d51b19`,,`spt_27RxVUWFswWxJaZzF1R3CT`,`["Vxllish"]`
